8289.306640625,8289.337158203125,8289.276123046875,8289.337158203125,8289.276123046875
8289.642333984375,8289.642333984375,8289.61181640625,8289.6728515625
8289.36767578125,8289.306640625,8289.1845703125,8289.306640625
8289.337158203125,8289.306640625,8289.398193359375,8289.398193359375,8289.337158203125
8289.459228515625,8289.520263671875,8289.520263671875,8289.459228515625,8289.459228515625
8289.520263671875,8289.48974609375,8289.4287109375,8289.520263671875,8289.520263671875
8289.337158203125,8289.337158203125,8289.306640625,8289.337158203125,8289.337158203125
8289.85595703125,8289.886474609375,8289.825439453125,8289.886474609375,8289.886474609375
8293.3349609375,8293.3349609375,8293.3349609375,8293.304443359375,8293.304443359375
8289.825439453125,8289.85595703125,8289.85595703125,8289.85595703125
