4100.28076171875,4100.28076171875,4100.28076171875,4100.28076171875,4100.28076171875
4100.677490234375,4100.555419921875,4100.555419921875,4100.555419921875,4100.555419921875
4100.15869140625,4100.15869140625,4100.15869140625,4100.15869140625,4100.15869140625
4100.15869140625,4100.15869140625,4100.15869140625,4100.15869140625,4100.15869140625
4100.4638671875,4100.4638671875,4100.4638671875,4100.4638671875,4100.4638671875
4100.4638671875,4100.4638671875,4100.4638671875,4100.372314453125,4100.372314453125
4100.28076171875,4100.28076171875,4100.28076171875,4100.28076171875,4100.28076171875
4100.9521484375,4100.860595703125,4100.860595703125,4100.860595703125,4100.860595703125
4104.217529296875,4104.217529296875,4104.217529296875,4104.217529296875,4104.217529296875
4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875
