16095.977783203125,12971.923828125,12238.067626953125,16886.65771484375,16511.749267578125
13208.404541015625,15386.749267578125,17937.8662109375,16141.021728515625,13598.14453125
13454.16259765625,17157.623291015625,14149.0478515625,22255.859375,13379.33349609375
16044.036865234375,16098.32763671875,13566.436767578125,10901.336669921875,16090.576171875
16532.77587890625,12973.297119140625,9620.05615234375,9144.561767578125,18739.19677734375
17746.856689453125,18814.02587890625,18316.34521484375,18955.810546875,19946.96044921875
19992.919921875,15781.982421875,13160.21728515625,16468.719482421875,12486.75537109375
18652.83203125,14941.802978515625,16696.96044921875,15064.178466796875,12915.10009765625
15219.29931640625,17037.29248046875,11728.607177734375,10916.748046875,19637.26806640625
13175.29296875,9304.351806640625,14116.5771484375,18738.8916015625,10916.8701171875
