4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4101.043701171875,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375
4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875
4100.372314453125,4100.372314453125,4100.372314453125,4100.372314453125,4100.372314453125,4100.372314453125,4100.372314453125,4100.372314453125,4100.372314453125,4100.372314453125
4100.555419921875,4100.555419921875,4100.555419921875,4100.555419921875,4100.555419921875,4100.555419921875,4100.555419921875,4100.555419921875,4100.555419921875,4100.555419921875
4100.860595703125,4100.860595703125,4100.860595703125,4100.860595703125,4100.860595703125,4100.860595703125,4100.860595703125,4100.860595703125,4100.860595703125,4100.860595703125
4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875,4100.76904296875
4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375
4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375,4100.9521484375
4104.30908203125,4104.30908203125,4104.30908203125,4104.30908203125,4104.30908203125,4104.30908203125,4104.30908203125,4104.30908203125,4104.30908203125
4100.860595703125,4100.860595703125,4100.860595703125,4100.9521484375,4100.860595703125,4100.860595703125,4100.860595703125,4100.9521484375,4100.860595703125,4100.860595703125
