491.729736328125,418.060302734375,420.95947265625,393.035888671875,502.899169921875
466.400146484375,445.25146484375,423.919677734375,382.232666015625,414.9169921875
474.06005859375,540.130615234375,569.88525390625,443.389892578125,507.38525390625
481.689453125,436.8896484375,406.67724609375,366.5771484375,417.327880859375
453.033447265625,493.10302734375,531.25,515.838623046875,508.11767578125
420.196533203125,541.56494140625,511.871337890625,465.057373046875,432.464599609375
505.340576171875,412.9638671875,403.6865234375,409.97314453125,391.2353515625
487.36572265625,455.2001953125,481.414794921875,522.491455078125,590.118408203125
488.95263671875,416.168212890625,497.61962890625,480.40771484375,474.700927734375
472.564697265625,480.438232421875,425.628662109375,511.077880859375,397.5830078125
