2021/08/28,23:27:21
4226.5083773308515,4212.317270424513,4195.226905117954,4206.671346171453
4195.226905117954,4195.226905117954,4229.4076357310705,4200.872829371014,4217.963194677572,4226.5083773308515,4223.761711478011,4200.872829371014,4215.216528824732,4223.761711478011,4215.216528824732,4198.126163518174,4212.317270424513,4203.772087771234,4195.226905117954,4212.317270424513
4217.963194677572,4200.872829371014,4189.580980864895,4192.327646717735,4217.963194677572,4198.126163518174,4198.126163518174,4209.418012024293,4209.418012024293,4212.317270424513,4175.237281411176,4215.216528824732,4209.418012024293,4226.5083773308515,4206.671346171453,4215.216528824732
4206.671346171453,4212.317270424513,4198.126163518174,4215.216528824732,4203.772087771234,4198.126163518174,4212.317270424513,4223.761711478011,4212.317270424513,4217.963194677572,4220.8624530777915,4215.216528824732,4215.216528824732,4226.5083773308515,4217.963194677572,4203.772087771234
4206.671346171453,4212.317270424513,4195.226905117954,4195.226905117954,4206.671346171453,4198.126163518174,4198.126163518174,4195.226905117954,4217.963194677572,4215.216528824732,4181.035798211616,4198.126163518174,4223.761711478011,4183.782464064455,4200.872829371014,4195.226905117954
4206.671346171453,4186.681722464675,4206.671346171453,4200.872829371014,4203.772087771234,4209.418012024293,4215.216528824732,4212.317270424513,4206.671346171453,4200.872829371014,4215.216528824732,4206.671346171453,4206.671346171453,4220.8624530777915,4186.681722464675,4206.671346171453
4235.0535599841305,4200.872829371014,4203.772087771234,4215.216528824732,4206.671346171453,4200.872829371014,4195.226905117954,4192.327646717735,4200.872829371014,4189.580980864895,4203.772087771234,4206.671346171453,4183.019501327555,4191.564683980834,4202.856532486953,4180.120242927335
4200.109866634114,4217.200231940672,4205.755790887173,4191.564683980834,4219.946897793512,4205.755790887173,4222.846156193731,4200.109866634114,4200.109866634114,4217.200231940672,4211.401715140232,4191.564683980834,4200.109866634114,4191.564683980834,4191.564683980834,4214.300973540452
4205.755790887173,4214.300973540452,4200.109866634114,4205.755790887173,4202.856532486953,4202.856532486953,4200.109866634114,4208.655049287393,4177.220984527115,4194.311349833674,4211.401715140232,4200.109866634114,4188.665425580614,4183.019501327555,4194.311349833674,4205.755790887173
4208.655049287393,4211.401715140232,4197.210608233894,4231.391338847011,4200.109866634114,4183.019501327555,4202.856532486953,4202.856532486953,4211.401715140232,4188.665425580614,4205.755790887173,4219.946897793512,4219.946897793512,4188.665425580614,4191.564683980834,4234.290597247231
4208.655049287393,4183.019501327555,4219.946897793512,4188.665425580614,4197.210608233894,4211.401715140232,4211.401715140232,4214.300973540452,4222.846156193731,4197.210608233894,4202.856532486953,4219.946897793512,4208.655049287393,4177.220984527115,4202.856532486953,4197.210608233894
4208.655049287393,4197.210608233894,4191.564683980834,4197.210608233894,4188.665425580614,4225.745414593951,4214.300973540452,4214.300973540452,4200.109866634114,4194.311349833674,4225.745414593951,4200.109866634114,4214.300973540452,4208.655049287393,4208.655049287393,4214.300973540452
4188.665425580614,4200.109866634114,4205.755790887173,4217.200231940672,4197.210608233894,4208.655049287393,4200.109866634114,4188.665425580614,4231.391338847011,4191.564683980834,4211.401715140232,4217.200231940672,4200.109866634114,4200.109866634114,4219.946897793512,4202.856532486953
4191.564683980834,4197.820978423414,4214.911343729972,4186.529129917295,4209.265419476913,4203.619495223853,4192.175054170354,4212.164677877133,4203.619495223853,4209.265419476913,4192.175054170354,4206.366161076693,4212.164677877133,4209.265419476913,4220.709860530412,4203.619495223853
