TT,07,27,21,15,40,01,554902
, 39318378,39318396
o,36,53012,39318554
decrypt, 39327850,39327868
o,36,53013,39328026
decrypt, 39339878,39339896
o,36,53014,39340054
EC,9331,50722,   0,60054
ER,59974,  71,   8
decrypt, 39347810,39347828
o,36,53015,39347986
decrypt, 39356764,39356782
o,36,53016,39356940
decrypt, 39368540,39368558
o,36,53017,39368716
decrypt, 39380316,39380332
o,36,53018,39380492
decrypt, 39391580,39391596
o,36,53019,39391756
decrypt, 39401528,39401544
o,36,53020,39401704
decrypt, 39410522,39410540
o,36,53021,39410700
decrypt, 39420252,39420268
o,36,53022,39420428
decrypt, 39431754,39431770
o,36,53023,39431930
decrypt, 39443292,39443310
o,3[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 52229
[INFO: Main      ] Link-layer address: 0012.4b00.0f1b.cc05
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:f1b:cc05
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
inicio:19282
Press a button to request /test/hello
EC,1021,   0,   0,1021
ER,1012,   0,   8
ep: coap://[fd00::212:4b00:1204:dc39], 0, 24
si1
seguro 1: 994112
i,27153,994214,994228
|termometer
es un termometro
allconected=1
ep: coap://[fd00::212:4b00:1204:ffd3], 0, 24
si1
seguro 2: 1091156
i,27154,1091264,1091280
|pressure
es un esfingo
allconected=2
EC,2004,  17,   0,2021
ER,2011,   1,   8
EC,3004,  18,   0,3022
ER,3012,   2,   8
ep: coap://[fd00::212:4b00:a55:dd05], 0, 23
si1
seguro 3: 2112804
i,27155,2112912,2112928
|oximeter
es un oximetro jeje
n,27156,2119976,2119992
allconected=3
o,4,27156,2126438
o,4,4374,2127474
o,4,4375,2129430
o,4,4376,2131038
o,4,4377,2133098
o,4,4378,2133344
o,4,4379,2136164
o,4,4380,2138728
o,4,4381,2141810
o,4,4382,2148876
o,4,4383,2149982
o,4,4384,2157858
o,4,4385,2166832
o,4,4386,2169370
o,4,4387,2172482
o,4,4388,2174046
o,4,4389,2176266
o,4,4390,2179618
o,4,4391,2181728
o,4,4392,2181974
o,4,4394,2183270
o,4,4395,2186772
o,4,4399,2187870
o,4,4400,2191396
o,4,4405,2191970
o,4,4407,2193510
o,4,4410,2195052
o,4,4411,2196072
o,4,4412,2197614
n,4413,2199672,2199688
3,4,4413,2199824
o,4,4414,2199938
o,4,4415,2201186
o,4,4416,2201434
o,4,4417,2209338
o,4,4418,2210912
o,4,4419,2213996
o,4,4420,2216052
o,4,4421,2218108
o,4,4422,2220072
o,4,4423,2220322
o,4,4429,2221156
o,4,4430,2224184
o,4,4431,2224730
o,4,4432,2225768
n,4433,2227306,2227322
3,4,4433,2227458
o,4,4434,2227572
o,4,4435,2233978
o,4,4436,2235520
o,4,4437,2238496
o,4,4438,2238744
o,4,4439,2239068
o,4,4440,2247742
o,4,4441,2250850
o,4,4442,2251096
o,4,4444,2252908
o,4,4446,2256498
o,4,4448,2259586
o,4,4449,2263236
o,4,4450,2265810
o,4,4454,2266318
o,4,4455,2267354
o,4,4456,2268894
o,4,4458,2270240
o,4,4461,2272864
o,4,4462,2277484
o,4,4464,2278290
o,4,4465,2280852
o,4,4466,2283172
o,4,4467,2285224
o,4,4468,2289334
o,4,4470,2289580
o,4,4471,2293108
n,4473,2296194,2296210
3,4,4473,2296346
o,4,4475,2296460
o,4,4477,2299762
o,4,4478,2301534
o,4,4479,2304110
o,4,4481,2305648
o,4,4482,2308142
o,4,4485,2309212
o,4,4486,2309460
o,4,4487,2309708
o,4,4488,2310748
o,4,4489,2311212
o,4,4490,2317408
o,4,4491,2319466
o,4,4492,2322308
n,4493,2322558,2322574
3,4,4493,2322712
o,4,4494,2324072
o,4,4495,2326412
o,4,4496,2329572
o,4,4497,2332556
o,4,4498,2334828
o,4,4499,2335984
o,4,4500,2352686
o,4,4501,2354270
o,4,4502,2358892
o,4,4503,2361878
o,4,4504,2363486
o,4,4505,2366050
o,4,4506,2366296
o,4,4507,2367070
n,4513,2367318,2367336
3,4,4513,2367472
o,4,4514,2373652
o,4,4516,2379394
o,4,4518,2380412
o,4,4519,2380666
o,4,4521,2380920
o,4,4522,2386024
o,4,4523,2389106
o,4,4524,2392188
o,4,4526,2393728
o,4,4536,2396810
o,4,4537,2397326
o,4,4538,2399384
o,4,4539,2401952
o,4,4540,2402974
o,4,4542,2403228
o,4,4543,2403482
o,4,4544,2404444
o,4,4545,2405476
o,4,4546,2406496
o,4,4547,2408040
o,4,4548,2411138
o,4,4549,2411648
o,4,4550,2413940
o,4,4551,2414194
o,4,4552,2414452
n,4554,2416184,2416200
3,4,4554,2416338
o,4,4565,2422474
o,4,4566,2423502
o,4,4567,2424526
o,4,4568,2436202
o,4,4569,2438762
o,4,4570,2441102
o,4,4571,2445326
o,4,4572,2447452
o,4,4573,2449510
o,4,4574,2449762
o,4,4575,2453602
o,4,4576,2454116
o,4,4577,2456686
o,4,4580,2456938
o,4,4581,2457194
o,4,4582,2459234
o,4,4583,2459488
n,4584,2464680,2464696
3,4,4584,2464834
n,4393,2467438,2467454
3,4,4393,2467590
o,4,4598,2472064
o,4,4599,2474638
o,4,4600,2479346
o,4,4601,2482214
o,4,4602,2483292
o,4,4603,2486374
o,4,4604,2487396
o,4,4605,2487650
o,4,4606,2487908
o,4,4607,2490462
o,4,4608,2491490
o,4,4609,2494316
o,4,4610,2498086
o,4,4611,2501672
o,4,4612,2501928
o,4,4613,2502186
o,4,4614,2505444
o,4,4615,2507492
o,4,4616,2513146
n,4617,2516526,2516542
3,4,4617,2516680
o,4,4618,2518622
o,4,4619,2520164
o,4,4620,2522730
o,4,4621,2525810
o,4,4622,2527354
o,4,4623,2528388
o,4,4624,2529930
o,4,4625,2531470
o,4,4626,2534550
o,4,4627,2535056
o,4,4628,2536082
o,4,4629,2540192
o,4,4630,2550316
o,4,4634,2553900
o,4,4636,2554154
n,4637,2554462,2554478
3,4,4637,2554614
o,4,4639,2556004
o,4,4640,2556256
o,4,4642,2560608
o,4,4644,2562148
o,4,4650,2564708
o,4,4652,2568818
o,4,4653,2569072
o,4,4654,2569330
o,4,4655,2571870
o,4,4656,2572844
n,4657,2578550,2578568
,4,4657,2578704
o,4,4658,2580608
o,4,4660,2583172
o,4,4662,2583682
o,4,4663,2584670
o,4,4664,2594426
o,4,4665,2596988
o,4,4666,2597500
o,4,4668,2605094
o,4,4669,2605350
o,4,4670,2608908
o,4,4671,2611814
o,4,4672,2614668
o,4,4678,2617958
o,4,4679,2620006
o,4,4680,2621042
o,4,4681,2623020
n,4533,2624604,2624620
3,4,4533,2624756
o,4,4683,2626148
o,4,4684,2627692
o,4,4687,2628206
o,4,4689,2630772
o,4,4690,2633346
o,4,4691,2633598
o,4,4692,2636902
o,4,4693,2637416
o,4,4694,2637900
EC,3992,  30,   0,4023
ER,4009,   5,   8
o,4,4695,2643562
o,4,4696,2656154
n,4697,2659754,2659770
,4,4697,2659906
o,4,4708,2660962
o,4,4709,2661218
o,4,4710,2662496
o,4,4711,2665476
o,4,4712,2665730
o,4,4713,2667106
o,4,4719,2669670
o,4,4720,2671726
o,4,4721,2672744
o,4,4722,2675826
o,4,4723,2677786
o,4,4724,2679326
o,4,4725,2682818
o,4,4726,2683482
n,4727,2684508,2684524
,4,4727,2684660
o,4,4728,2687592
o,4,4730,2689648
o,4,4732,2690160
o,4,4734,2692216
o,4,4735,2692730
o,4,4736,2693166
o,4,4737,2695296
o,4,4738,2696324
o,4,4739,2699120
o,4,4740,2702490
o,4,4741,2708790
o,4,4742,2710112
o,4,4743,2713668
o,4,4744,2714722
o,4,4745,2716260
o,4,4746,2720882
o,4,4748,2721872
o,4,4749,2724984
o,4,4752,2728580
o,4,4753,2731660
o,4,4754,2733202
o,4,4755,2735188
o,4,4756,2735444
o,4,4757,2738270
o,4,4763,2738784
o,4,4764,2741862
o,4,4766,2744940
n,4767,2746482,2746498
,4,4767,2746634
o,4,4781,2752102
o,4,4782,2756218
o,4,4783,2759296
o,4,4784,2771356
o,4,4785,2774618
o,4,4786,2778716
o,4,4787,2778970
o,4,4788,2782312
o,4,4789,2782820
o,4,4790,2790016
o,4,4791,2790270
o,4,4795,2793456
o,4,4797,2794070
o,4,4799,2796132
n,4800,2798694,2798710
,4,4800,2798846
o,4,4816,2806906
o,4,4817,2811534
o,4,4818,2813580
o,4,4819,2815636
n,4677,2816148,2816164
,4,4677,2816300
o,4,4820,2822316
o,4,4821,2825286
o,4,4822,2834030
o,4,4823,2836596
o,4,4824,2838140
o,4,4825,2841222
o,4,4826,2843794
o,4,4827,2846738
o,4,4828,2847834
o,4,4829,2849376
o,4,4834,2849886
n,4835,2854512,2854528
,4,4835,2854664
o,4,4836,2855530
o,4,4837,2860644
o,4,4838,2862182
o,4,4839,2870314
o,4,4841,2871898
o,4,4842,2877556
o,4,4844,2878574
o,4,4847,2878830
o,4,4849,2882146
o,4,4853,2884710
o,4,4854,2887790
o,4,4859,2890356
o,4,4860,2893436
o,4,4861,2893692
o,4,4862,2895458
o,4,4863,2897514
o,4,4864,2898536
o,4,4865,2899056
o,4,4869,2899564
o,4,4870,2901372
o,4,4871,2905216
o,4,4872,2909838
o,4,4873,2913198
o,4,4874,2913452
n,4875,2915940,2915956
,4,4875,2916092
o,4,4892,2926706
o,4,4893,2926962
o,4,4894,2928066
o,4,4895,2931298
o,4,4896,2935428
o,4,4897,2938486
o,4,4898,2939514
o,4,4899,2941052
o,4,4900,2942596
o,4,4901,2943110
o,4,4902,2945166
o,4,4903,2949142
o,4,4904,2950230
o,4,4905,2953192
o,4,4906,2953814
o,4,4907,2954842
o,4,4908,2962298
o,4,4909,2963550
o,4,4910,2965894
n,4911,2968174,2968190
,4,4911,2968326
n,4747,2969712,2969726
,4,4747,2969864
o,4,4925,2977040
o,4,4926,2979100
o,4,4927,2987556
o,4,4928,2989666
o,4,4929,2993768
o,4,4930,2994792
o,4,4931,3000954
o,4,4932,3001208
o,4,4933,3004964
o,4,4934,3006556
o,4,4935,3008604
o,4,4936,3017784
o,4,4938,3018038
o,4,4939,3020894
o,4,4942,3021928
o,4,4943,3023466
n,4944,3023974,3023990
