 0,67058
ER,67036,  13,   8
encrypt, 43955488,43955500
S,56692,43955486,0,0,43955672
[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      [INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 65491
[INFO: Main      ] Link-layer address: 0012.4b00.1204.ffd3
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:ffd3
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  23, 997,   0,1021
ER,1012,   0,   8
decrypt, 1188344,1188356
encrypt, 1188684,1188698
htfin:1188856
#,#decrypt, 1195512,1195526
encrypt, 1195678,1195690
p,7948,1195676,0,0,1195848
EC,  31,1990,   0,2022
ER,2010,   3,   8
EC,  35,2986,   0,3022
ER,3009,   4,   8
EC,  39,3983,   0,4023
ER,4010,   4,   8
EC,  43,4980,   0,5023
ER,5010,   4,   8
EC,  46,5978,   0,6024
ER,6011,   4,   8
EC,  50,6974,   0,7025
ER,7012,   4,   8
EC,  56,7969,   0,8025
ER,8012,   4,   8
EC,  60,8965,   0,9026
ER,9012,   5,   8
EC,  67,9958,   0,10026
ER,10013,   5,   8
EC,  71,10955,   0,11027
ER,11013,   5,   8
EC,  74,11952,   0,12027
ER,12014,   5,   8
EC,  78,12950,   0,13028
ER,13014,   5,   8
EC,  81,13947,   0,14028
ER,14015,   5,   8
EC,  86,14943,   0,15029
ER,15015,   5,   8
EC,  89,15940,   0,16030
ER,16016,   5,   8
EC,  94,16936,   0,17030
ER,17016,   5,   8
EC, 102,17928,   0,18030
ER,18016,   5,   8
EC, 108,18923,   0,19031
ER,19017,   6,   8
EC, 111,19920,   0,20032
ER,20017,   6,   8
EC, 116,20916,   0,21032
ER,21018,   6,   8
EC, 120,21912,   0,22033
ER,22018,   6,   8
EC, 124,22909,   0,23033
ER,23019,   6,   8
EC, 131,23902,   0,24034
ER,24019,   6,   8
EC, 135,24899,   0,25035
ER,25020,   6,   8
EC, 139,25896,   0,26035
ER,26020,   6,   8
EC, 143,26892,   0,27036
ER,27020,   6,   8
EC, 146,27889,   0,28036
ER,28021,   6,   8
EC, 151,28885,   0,29037
ER,29021,   7,   8
EC, 155,29882,   0,30037
ER,30022,   7,   8
EC, 158,30879,   0,31038
ER,31023,   7,   8
decrypt, 20862074,20862086
llego jejeje
encrypt, 20862324,20862332
n,7954,20862322,0,0,20862502
encrypt, 20862678,20862690
S,11145,20862676,0,0,20862860
EC, 163,31874,   0,32038
ER,32022,   7,   8
encrypt, 21146262,21146274
S,11145,21146260,0,0,21146446
EC, 168,32870,   0,33039
ER,33023,   8,   8
encrypt, 21713690,21713702
S,11145,21713688,0,0,21713874
EC, 172,33867,   0,34040
ER,34023,   8,   8
encrypt, 22847352,22847364
S,11145,22847350,0,0,22847536
EC, 181,34859,   0,35040
ER,35023,   8,   8
EC, 184,35856,   0,36041
ER,36024,   8,   8
EC, 188,36853,   0,37041
ER,37024,   8,   8
EC, 192,37849,   0,38041
ER,38024,   8,   8
encrypt, 25113942,25113954
S,11145,25113940,0,0,25114126
EC, 197,38845,   0,39042
ER,39025,   8,   8
EC, 201,39841,   0,40043
ER,40025,   8,   8
EC, 206,40836,   0,41043
ER,41026,   9,   8
EC, 211,41832,   0,42044
ER,42026,   9,   8
EC, 215,42829,   0,43044
ER,43026,   9,   8
EC, 219,43826,   0,44045
ER,44027,   9,   8
EC, 224,44822,   0,45046
ER,45028,   9,   8
EC, 228,45818,   0,46046
ER,46028,  10,   8
EC, 232,46815,   0,47047
ER,47028,  10,   8
EC, 236,47811,   0,48047
ER,48029,  10,   8
EC, 240,48808,   0,49048
ER,49029,  10,   8
EC, 246,49802,   0,50048
ER,50030,  10,   8
EC, 250,50799,   0,51049
ER,51030,  10,   8
EC, 253,51795,   0,52049
ER,52031,  10,   8
EC, 257,52792,   0,53050
ER,53032,  10,   8
EC, 262,53788,   0,54050
ER,54032,  10,   8
EC, 265,54785,   0,55051
ER,55032,  10,   8
EC, 269,55782,   0,56052
ER,56033,  10,   8
EC, 273,56779,   0,57052
ER,57033,  10,   8
EC, 276,57776,   0,58053
ER,58034,  10,   8
EC, 280,58773,   0,59053
ER,59035,  10,   8
