[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 56377
[INFO: Main      ] Link-layer address: 0012.4b00.1204.dc39
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:dc39
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  30, 991,   0,1022
ER,1012,   1,   8
decrypt, 1209808,1209820
encrypt, 1210148,1210160
htfin:1210320
#,#decrypt, 1218928,1218942
encrypt, 1219094,1219106
t,23524,1219092,0,0,1219266
EC,  51,1970,   0,2021
ER,2009,   3,   8
EC,  86,2936,   0,3023
ER,3010,   4,   8
EC, 117,3905,   0,4023
ER,4010,   4,   8
EC, 149,4874,   0,5024
ER,5011,   4,   8
EC, 192,5832,   0,6024
ER,6011,   4,   8
EC, 232,6792,   0,7025
ER,7012,   4,   8
decrypt, 5159206,5159220
encrypt, 5159374,5159384
t,23526,5159372,0,0,5159542
EC, 262,7762,   0,8025
ER,8011,   5,   8
EC, 293,8732,   0,9026
ER,9012,   5,   8
EC, 329,9697,   0,10027
ER,10013,   5,   8
EC, 361,10666,   0,11027
ER,11014,   5,   8
EC, 397,11630,   0,12028
ER,12014,   5,   8
EC, 423,12604,   0,13028
ER,13014,   5,   8
decrypt, 9092584,9092596
encrypt, 9092750,9092760
t,23527,9092750,0,0,9092920
EC, 448,13580,   0,14029
ER,14014,   6,   8
EC, 473,14556,   0,15029
ER,15015,   6,   8
EC, 502,15527,   0,16030
ER,16015,   6,   8
EC, 534,16495,   0,17030
ER,17015,   6,   8
EC, 570,17460,   0,18030
ER,18016,   6,   8
EC, 597,18434,   0,19032
ER,19017,   6,   8
decrypt, 13023770,13023782
encrypt, 13023948,13023958
t,23528,13023946,0,0,13024128
EC, 625,19406,   0,20031
ER,20016,   7,   8
EC, 656,20376,   0,21032
ER,21017,   7,   8
EC, 684,21349,   0,22033
ER,22018,   7,   8
EC, 714,22318,   0,23033
ER,23018,   7,   8
EC, 750,23283,   0,24034
ER,24018,   7,   8
EC, 785,24248,   0,25034
ER,25019,   7,   8
decrypt, 16963424,16963436
encrypt, 16963602,16963612
t,23529,16963600,0,0,16963782
EC, 816,25218,   0,26035
ER,26020,   7,   8
EC, 842,26193,   0,27035
ER,27019,   7,   8
EC, 904,27132,   0,28036
ER,28020,   7,   8
EC, 967,28070,   0,29037
ER,29021,   8,   8
EC,1017,29020,   0,30037
ER,30021,   8,   8
EC,1057,29980,   0,31038
ER,31021,   8,   8
decrypt, 20887704,20887716
encrypt, 20887882,20887892
t,23530,20887880,0,0,20888062
EC,1074,30964,   0,32038
ER,32022,   8,   8
EC,1109,31929,   0,33039
ER,33022,   8,   8
EC,1153,32886,   0,34039
ER,34022,   8,   8
EC,1232,33808,   0,35040
ER,35024,   8,   8
EC,1307,34734,   0,36041
ER,36024,   8,   8
EC,1363,35677,   0,37041
ER,37024,   8,   8
decrypt, 24822466,24822478
encrypt, 24822644,24822654
t,23532,24822642,0,0,24822824
EC,1424,36618,   0,38042
ER,38025,   9,   8
EC,1525,37517,   0,39043
ER,39025,   9,   8
EC,1584,38458,   0,40043
ER,40026,   9,   8
EC,1645,39398,   0,41044
ER,41026,   9,   8
EC,1694,40350,   0,42044
ER,42026,   9,   8
EC,1732,41312,   0,43045
ER,43027,   9,   8
decrypt, 28751076,28751090
encrypt, 28751254,28751264
t,23533,28751254,0,0,28751436
EC,1742,42302,   0,44045
ER,44027,   9,   8
EC,1752,43293,   0,45046
ER,45027,  10,   8
EC,1761,44284,   0,46046
ER,46027,  10,   8
EC,1770,45276,   0,47047
ER,47028,  10,   8
EC,1779,46267,   0,48047
ER,48028,  10,   8
EC,1788,47259,   0,49048
ER,49029,  10,   8
decrypt, 32683088,32683100
encrypt, 32683266,32683276
t,23534,32683264,0,0,32683446
EC,1798,48249,   0,50048
ER,50029,  10,   8
EC,1808,49241,   0,51049
ER,51030,  10,   8
EC,1817,50232,   0,52049
ER,52030,  10,   8
EC,1826,51224,   0,53050
ER,53031,  10,   8
EC,1835,52215,   0,54050
ER,54031,  11,   8
EC,1844,53206,   0,55051
ER,55031,  11,   8
decrypt, 36617522,36617536
encrypt, 36617700,36617710
t,23535,36617700,0,0,36617882
EC,1854,54197,   0,56052
ER,56032,  11,   8
EC,1863,55188,   0,57052
ER,57032,  11,   8
EC,1872,56180,   0,58053
ER,58033,  11,   8
EC,1881,57171,   0,59053
ER,59033,  11,   8
