AC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main     [INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 65491
[INFO: Main      ] Link-layer address: 0012.4b00.1204.ffd3
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:ffd3
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  23, 997,   0,1021
ER,1012,   0,   8
decrypt, 1218078,1218084
encrypt, 1218412,1218418
htfin:1218578
#,#decrypt, 1224732,1224738
encrypt, 1224890,1224896
p,4070,1224888,0,0,1225056
EC,  31,1990,   0,2022
ER,2010,   3,   8
EC,  36,2986,   0,3022
ER,3010,   4,   8
EC,  39,3983,   0,4023
ER,4011,   4,   8
EC,  43,4979,   0,5023
ER,5010,   4,   8
EC,  48,5976,   0,6024
ER,6011,   4,   8
EC,  51,6973,   0,7025
ER,7012,   4,   8
EC,  56,7969,   0,8026
ER,8012,   5,   8
EC,  60,8966,   0,9026
ER,9013,   5,   8
EC,  63,9963,   0,10027
ER,10013,   5,   8
EC,  66,10959,   0,11026
ER,11013,   5,   8
EC,  71,11955,   0,12027
ER,12013,   5,   8
EC,  75,12952,   0,13028
ER,13014,   5,   8
EC,  79,13949,   0,14028
ER,14014,   5,   8
EC,  83,14945,   0,15029
ER,15015,   5,   8
EC,  87,15942,   0,16030
ER,16015,   6,   8
EC,  91,16938,   0,17030
ER,17015,   6,   8
EC,  96,17935,   0,18031
ER,18016,   6,   8
EC,  99,18931,   0,19031
ER,19016,   6,   8
EC, 106,19925,   0,20031
ER,20017,   6,   8
EC, 110,20921,   0,21032
ER,21018,   6,   8
EC, 115,21918,   0,22033
ER,22018,   6,   8
EC, 120,22912,   0,23033
ER,23018,   6,   8
EC, 125,23908,   0,24034
ER,24019,   6,   8
EC, 129,24906,   0,25035
ER,25020,   6,   8
EC, 133,25901,   0,26035
ER,26020,   6,   8
EC, 137,26898,   0,27035
ER,27020,   6,   8
EC, 141,27895,   0,28036
ER,28021,   6,   8
EC, 145,28891,   0,29036
ER,29021,   6,   8
EC, 150,29887,   0,30037
ER,30022,   6,   8
EC, 154,30883,   0,31037
ER,31022,   7,   8
decrypt, 20887710,20887716
llego jejeje
encrypt, 20887954,20887960
n,4076,20887954,0,0,20888130
encrypt, 20888308,20888314
S,36868,20888306,0,0,20888484
EC, 161,31877,   0,32039
ER,32022,   7,   8
encrypt, 21172632,21172638
S,36868,21172630,0,0,21172810
EC, 172,32866,   0,33039
ER,33022,   8,   8
encrypt, 21739964,21739972
S,36868,21739962,0,0,21740142
EC, 180,33859,   0,34039
ER,34022,   8,   8
encrypt, 22873144,22873152
S,36868,22873142,0,0,22873322
EC, 184,34855,   0,35040
ER,35022,   9,   8
EC, 189,35851,   0,36040
ER,36023,   9,   8
EC, 197,36843,   0,37041
ER,37023,   9,   8
EC, 202,37839,   0,38041
ER,38023,   9,   8
encrypt, 25139660,25139666
S,36868,25139658,0,0,25139838
EC, 207,38835,   0,39042
ER,39024,   9,   8
EC, 210,39832,   0,40042
ER,40024,   9,   8
EC, 214,40829,   0,41044
ER,41025,   9,   8
EC, 224,41820,   0,42044
ER,42026,   9,   8
EC, 234,42809,   0,43044
ER,43026,   9,   8
EC, 247,43797,   0,44045
ER,44026,  10,   8
EC, 256,44789,   0,45046
ER,45027,  10,   8
EC, 272,45774,   0,46046
ER,46027,  10,   8
EC, 282,46765,   0,47047
ER,47028,  10,   8
EC, 285,47761,   0,48047
ER,48028,  10,   8
EC, 288,48759,   0,49047
ER,49029,  10,   8
EC, 291,49756,   0,50048
ER,50029,  10,   8
EC, 295,50753,   0,51049
ER,51030,  10,   8
EC, 303,51746,   0,52049
ER,52031,  10,   8
EC, 308,52741,   0,53050
ER,53031,  10,   8
EC, 311,53738,   0,54050
ER,54031,  10,   8
EC, 315,54735,   0,55051
ER,55031,  10,   8
EC, 319,55732,   0,56051
ER,56032,  10,   8
EC, 324,56727,   0,57052
ER,57032,  10,   8
EC, 334,57718,   0,58052
ER,58033,  10,   8
EC, 341,58712,   0,59053
ER,59034,  10,   8
