[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 52229
[INFO: Main      ] Link-layer address: 0012.4b00.0f1b.cc05
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:f1b:cc05
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
inicio:19282
Press a button to request /test/hello
EC,1020,   0,   0,1021
ER,1012,   0,   8
ep: coap://[fd00::212:4b00:a55:dd05], 0, 23
si1
seguro 1: 740480
i,33064,740582,740598
|oximeter
es un oximetro jeje
n,33065,744404,744418
allconected=1
o,4,33065,749486l
o,4,46782,750668l
o,4,46783,752206l
o,4,46784,755286l
o,4,46785,758370l
o,4,46786,759906l
o,4,46787,760782l
o,4,46788,763866l
o,4,46789,764888l
o,4,46790,767608l
o,4,46791,770028l
o,4,46792,770246l
o,4,46793,773036l
o,4,46794,776114l
o,4,46795,776624l
o,4,46796,776996l
o,4,46797,777216l
o,4,46798,778664l
o,4,46799,781746l
o,4,46800,783802l
n,46801,784828,784842
Ñ,4,46801,784972l
o,4,46802,786884l
o,4,46803,789086l
o,4,46804,789304l
o,4,46805,790588l
o,4,46806,793672l
o,4,46807,796752l
o,4,46808,799170l
o,4,46809,801372l
o,4,46810,801590l
o,4,46811,802212l
o,4,46812,803238l
o,4,46813,805958l
o,4,46814,808376l
o,4,46815,808594l
o,4,46816,809918l
o,4,46818,811456l
o,4,46819,811674l
o,4,46820,812994l
n,46821,814540,814554
å,4,46821,814684l
o,4,46822,816076l
o,4,46823,817618l
o,4,46824,818642l
o,4,46825,820184l
o,4,46826,820698l
o,4,46827,820918l
o,4,46828,823264l
o,4,46829,823484l
o,4,46830,824808l
o,4,46831,825322l
o,4,46832,827888l
o,4,46833,828402l
o,4,46834,830608l
ep: coap://[fd00::212:4b00:1204:ffd3], 0, 24
si1
seguro 2: 833612
i,33066,833714,833730
o,4,46835,833876l
|pressure
es un esfingo
allconected=2
o,4,46836,835588l
o,4,46837,838060l
o,4,46838,839084l
o,4,46839,841140l
o,4,46840,841652l
n,46841,842682,842698
ù,4,46841,842828l
o,4,46842,844638l
o,4,46843,846396l
o,4,46844,848814l
o,4,46845,850356l
o,4,46846,850866l
o,4,46847,851236l
o,4,46848,854444l
o,4,46849,854958l
o,4,46850,855986l
o,4,46851,857528l
o,4,46852,859068l
o,4,46853,860248l
o,4,46854,862154l
o,4,46855,863692l
o,4,46856,863912l
o,4,46857,867000l
o,4,46858,868178l
o,4,46859,869798l
o,4,46860,871340l
n,46861,874424,874440
,4,46861,874570l
o,4,46862,874938l
o,4,46863,876480l
o,4,46864,878684l
o,4,46865,881764l
o,4,46866,883668l
o,4,46867,884180l
o,4,46868,885724l
o,4,46869,887926l
o,4,46870,890344l
o,4,46871,892908l
o,4,46872,894450l
o,4,46873,896506l
o,4,46874,897534l
o,4,46875,899076l
o,4,46876,900618l
o,4,46877,901130l
o,4,46878,903336l
o,4,46879,905756l
o,4,46880,906780l
n,46881,907292,907308
!,4,46881,907438l
o,4,46882,910244l
o,4,46883,910758l
o,4,46884,912962l
o,4,46885,914502l
o,4,46886,916920l
o,4,46887,919486l
o,4,46888,919998l
o,4,46889,922202l
o,4,46890,924106l
o,4,46891,927188l
o,4,46892,928732l
o,4,46893,931814l
o,4,46894,934896l
o,4,46895,936076l
o,4,46896,937978l
o,4,46897,938494l
o,4,46898,940694l
o,4,46899,940918l
o,4,46900,942138l
o,4,46902,943016l
o,4,46904,945220l
o,4,46905,947124l
o,4,46906,947340l
o,4,46907,949178l
o,4,46908,951384l
o,4,46909,951598l
o,4,46910,954798l
o,4,46911,955308l
o,4,46912,958392l
o,4,46913,961472l
o,4,46914,963676l
o,4,46915,965576l
o,4,46916,967118l
o,4,46917,970202l
o,4,46918,970714l
o,4,46919,973284l
o,4,46920,976364l
n,46921,977544,977558
I,4,46921,977690l
o,4,46923,979678l
o,4,46924,982082l
o,4,46925,982308l
o,4,46927,983612l
o,4,46928,983976l
o,4,46929,987056l
o,4,46931,989776l
o,4,46932,992194l
o,4,46933,992702l
o,4,46935,994396l
o,4,46936,996814l
o,4,46937,997838l
o,4,46938,1000922l
o,4,46939,1002112l
o,4,46940,1003652l
n,46941,1005546,1005560
],4,46941,1005702l
o,4,46942,1006736l
o,4,46943,1009818l
o,4,46944,1011708l
o,4,46945,1011934l
o,4,46947,1014350l
o,4,46948,1015890l
o,4,46949,1017784l
o,4,46950,1019324l
o,4,46951,1021382l
o,4,46953,1023948l
o,4,46954,1027030l
o,4,46955,1028570l
o,4,46956,1028796l
o,4,46957,1031242l
o,4,46958,1034324l
o,4,46959,1036728l
o,4,46960,1036956l
o,4,46962,1037752l
o,4,46964,1038944l
o,4,46965,1039808l
o,4,46966,1042890l
o,4,46967,1045452l
o,4,46969,1048186l
o,4,46970,1049046l
o,4,46971,1050078l
o,4,46972,1050302l
o,4,46973,1050534l
o,4,46974,1051206l
o,4,46975,1051556l
o,4,46976,1054288l
o,4,46978,1055828l
o,4,46979,1057368l
o,4,46980,1058906l
n,46981,1060446,1060462
…,4,46981,1060604l
o,4,46982,1060730l
o,4,46983,1061282l
o,4,46984,1062312l
o,4,46985,1063854l
o,4,46986,1066934l
o,4,46987,1070018l
o,4,46988,1071208l
o,4,46989,1071434l
o,4,46990,1073068l
o,4,46991,1075792l
o,4,46992,1078874l
o,4,46993,1081280l
o,4,46994,1081506l
o,4,46995,1081732l
o,4,46996,1085002l
o,4,46997,1087410l
o,4,46998,1089976l
o,4,46999,1090490l
o,4,47000,1092706l
n,47001,1095112,1095126
™,4,47001,1095270l
o,4,47002,1096652l
o,4,47003,1098866l
o,4,47004,1101944l
o,4,47005,1105026l
o,4,47006,1105378l
o,4,47007,1106918l
o,4,47008,1108108l
o,4,47009,1108544l
o,4,47010,1110442l
ep: coap://[fd00::212:4b00:1204:dc39], 0, 24
si1
seguro 3: 1111276
i,33067,1111384,1111400
o,4,47011,1113006l
o,4,47013,1114196l
|termometer
es un termometro
allconected=3
o,4,47015,1119172l
o,4,47016,1122250l
o,4,47017,1122476l
o,4,47018,1125334l
o,4,47019,1125556l
o,4,47020,1125846l
n,47021,1128414,1128428
­,4,47021,1128570l
o,4,47022,1128930l
o,4,47024,1131148l
o,4,47026,1132684l
o,4,47027,1133036l
o,4,47028,1134226l
