[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 56377
[INFO: Main      ] Link-layer address: 0012.4b00.1204.dc39
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:dc39
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  23, 997,   0,1021
ER,1012,   0,   8
decrypt, 1131438,1131448
encrypt, 1131776,1131786
htfin:1131946
#,#decrypt, 1135116,1135128
encrypt, 1135280,1135290
t,3557,1135278,0,0,1135448
EC,  30,1992,   0,2022
ER,2010,   3,   8
EC,  33,2989,   0,3022
ER,3010,   4,   8
EC,  35,3987,   0,4023
ER,4010,   4,   8
EC,  38,4985,   0,5024
ER,5011,   4,   8
EC,  40,5983,   0,6024
ER,6011,   4,   8
EC,  42,6982,   0,7025
ER,7011,   4,   8
decrypt, 5071834,5071846
encrypt, 5072000,5072008
t,3558,5071998,0,0,5072166
EC,  46,7978,   0,8025
ER,8012,   5,   8
EC,  49,8977,   0,9026
ER,9012,   5,   8
EC,  51,9975,   0,10026
ER,10013,   5,   8
EC,  54,10973,   0,11027
ER,11013,   5,   8
EC,  56,11970,   0,12027
ER,12013,   5,   8
EC,  60,12968,   0,13028
ER,13014,   5,   8
decrypt, 9005054,9005066
encrypt, 9005220,9005228
t,3559,9005220,0,0,9005388
EC,  64,13964,   0,14029
ER,14014,   6,   8
EC,  66,14962,   0,15029
ER,15014,   6,   8
EC,  69,15960,   0,16030
ER,16014,   6,   8
EC,  71,16958,   0,17030
ER,17015,   6,   8
EC,  74,17957,   0,18031
ER,18016,   6,   8
EC,  77,18954,   0,19031
ER,19016,   6,   8
decrypt, 12936744,12936756
encrypt, 12936920,12936930
t,3560,12936920,0,0,12937100
EC,  80,19951,   0,20032
ER,20016,   7,   8
EC,  82,20950,   0,21033
ER,21017,   7,   8
EC,  85,21947,   0,22033
ER,22017,   7,   8
EC,  88,22945,   0,23034
ER,23018,   7,   8
EC,  91,23943,   0,24034
ER,24019,   7,   8
EC,  93,24941,   0,25035
ER,25019,   7,   8
decrypt, 16868428,16868440
encrypt, 16868606,16868614
t,3561,16868604,0,0,16868784
EC,  97,25938,   0,26035
ER,26019,   8,   8
EC,  99,26936,   0,27036
ER,27019,   8,   8
EC, 102,27934,   0,28036
ER,28020,   8,   8
EC, 104,28932,   0,29037
ER,29020,   8,   8
EC, 108,29929,   0,30037
ER,30021,   8,   8
EC, 111,30927,   0,31038
ER,31021,   8,   8
decrypt, 20800116,20800128
encrypt, 20800294,20800302
t,3563,20800292,0,0,20800472
EC, 114,31924,   0,32039
ER,32021,   8,   8
EC, 117,32922,   0,33039
ER,33022,   8,   8
EC, 119,33920,   0,34040
ER,34023,   8,   8
EC, 122,34918,   0,35040
ER,35023,   8,   8
EC, 124,35916,   0,36041
ER,36024,   8,   8
EC, 127,36914,   0,37041
ER,37024,   8,   8
decrypt, 24733852,24733864
encrypt, 24734028,24734036
t,3564,24734026,0,0,24734206
EC, 130,37911,   0,38042
ER,38024,   9,   8
EC, 133,38909,   0,39043
ER,39025,   9,   8
EC, 135,39907,   0,40043
ER,40025,   9,   8
EC, 138,40905,   0,41043
ER,41026,   9,   8
EC, 140,41904,   0,42044
ER,42026,   9,   8
EC, 142,42902,   0,43045
ER,43027,   9,   8
decrypt, 28663772,28663784
encrypt, 28663950,28663958
t,3565,28663948,0,0,28664128
EC, 146,43899,   0,44045
ER,44027,  10,   8
EC, 148,44897,   0,45046
ER,45027,  10,   8
EC, 151,45895,   0,46046
ER,46028,  10,   8
EC, 154,46891,   0,47046
ER,47028,  10,   8
EC, 157,47889,   0,48047
ER,48028,  10,   8
EC, 159,48887,   0,49047
ER,49029,  10,   8
decrypt, 32596200,32596212
encrypt, 32596378,32596386
t,3566,32596376,0,0,32596556
EC, 163,49885,   0,50048
ER,50029,  10,   8
EC, 165,50883,   0,51048
ER,51029,  10,   8
EC, 168,51881,   0,52049
ER,52030,  10,   8
EC, 170,52880,   0,53050
ER,53031,  10,   8
EC, 173,53876,   0,54050
ER,54031,  10,   8
EC, 177,54874,   0,55051
ER,55031,  10,   8
decrypt, 36529936,36529948
encrypt, 36530112,36530120
t,3567,36530110,0,0,36530290
EC, 180,55871,   0,56051
ER,56032,  11,   8
EC, 183,56868,   0,57052
ER,57032,  11,   8
EC, 185,57867,   0,58052
ER,58033,  11,   8
EC, 188,58865,   0,59053
ER,59033,  11,   8
