[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 56377
[INFO: Main      ] Link-layer address: 0012.4b00.1204.dc39
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:dc39
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  23, 998,   0,1021
ER,1012,   0,   8
decrypt, 1222432,1222452
encrypt, 1222778,1222796
htfin:1222956
#,#decrypt, 1225714,1225732
encrypt, 1225884,1225902
t,54445,1225882,1225884,1225902,1226062
EC,  30,1992,   0,2022
ER,2010,   3,   8
EC,  33,2989,   0,3022
ER,3010,   4,   8
EC,  35,3987,   0,4023
ER,4010,   4,   8
EC,  37,4986,   0,5024
ER,5011,   4,   8
EC,  40,5983,   0,6024
ER,6011,   4,   8
EC,  42,6982,   0,7025
ER,7012,   4,   8
decrypt, 5160814,5160834
encrypt, 5160988,5161000
t,54446,5160986,5160988,5161000,5161160
EC,  47,7978,   0,8025
ER,8012,   5,   8
EC,  49,8977,   0,9026
ER,9012,   5,   8
EC,  51,9974,   0,10026
ER,10013,   5,   8
EC,  54,10972,   0,11027
ER,11013,   5,   8
EC,  57,11970,   0,12028
ER,12014,   5,   8
EC,  59,12969,   0,13028
ER,13014,   5,   8
decrypt, 9093170,9093188
encrypt, 9093342,9093356
t,54447,9093342,9093342,9093356,9093516
EC,  63,13966,   0,14029
ER,14014,   6,   8
EC,  65,14963,   0,15029
ER,15014,   6,   8
EC,  68,15961,   0,16030
ER,16015,   6,   8
EC,  71,16959,   0,17030
ER,17016,   6,   8
EC,  73,17957,   0,18031
ER,18016,   6,   8
EC,  76,18955,   0,19032
ER,19017,   6,   8
decrypt, 13025370,13025388
encrypt, 13025554,13025566
t,54448,13025552,13025554,13025566,13025736
EC,  79,19952,   0,20032
ER,20017,   6,   8
EC,  82,20950,   0,21033
ER,21017,   6,   8
EC,  85,21948,   0,22033
ER,22018,   6,   8
EC,  87,22945,   0,23033
ER,23018,   6,   8
EC,  90,23943,   0,24034
ER,24018,   6,   8
EC,  92,24942,   0,25034
ER,25019,   6,   8
decrypt, 16957520,16957538
encrypt, 16957704,16957718
t,54449,16957702,16957704,16957718,16957888
EC,  96,25938,   0,26035
ER,26019,   7,   8
EC, 101,26934,   0,27036
ER,27020,   7,   8
EC, 105,27931,   0,28036
ER,28020,   7,   8
EC, 108,28929,   0,29037
ER,29021,   7,   8
EC, 110,29926,   0,30037
ER,30021,   7,   8
EC, 113,30924,   0,31037
ER,31021,   7,   8
decrypt, 20891620,20891640
encrypt, 20891804,20891818
t,54451,20891804,20891804,20891818,20891988
EC, 119,31919,   0,32038
ER,32021,   8,   8
EC, 121,32917,   0,33039
ER,33022,   8,   8
EC, 124,33915,   0,34039
ER,34023,   8,   8
EC, 126,34913,   0,35040
ER,35023,   8,   8
EC, 128,35911,   0,36040
ER,36024,   8,   8
EC, 131,36910,   0,37041
ER,37024,   8,   8
decrypt, 24824330,24824350
encrypt, 24824514,24824528
t,54452,24824512,24824514,24824528,24824698
EC, 134,37906,   0,38041
ER,38024,   8,   8
EC, 137,38905,   0,39042
ER,39025,   8,   8
EC, 139,39903,   0,40042
ER,40025,   8,   8
EC, 143,40900,   0,41043
ER,41026,   8,   8
EC, 147,41896,   0,42043
ER,42026,   8,   8
EC, 151,42893,   0,43044
ER,43027,   8,   8
decrypt, 28757078,28757096
encrypt, 28757262,28757276
t,54453,28757260,28757262,28757276,28757446
EC, 155,43889,   0,44045
ER,44027,   9,   8
EC, 158,44887,   0,45045
ER,45027,   9,   8
EC, 161,45884,   0,46046
ER,46028,   9,   8
EC, 169,46877,   0,47046
ER,47028,   9,   8
EC, 173,47874,   0,48047
ER,48030,   9,   8
EC, 175,48872,   0,49048
ER,49030,   9,   8
decrypt, 32687192,32687210
encrypt, 32687376,32687388
t,54454,32687374,32687376,32687388,32687558
EC, 180,49867,   0,50048
ER,50030,   9,   8
EC, 183,50866,   0,51049
ER,51030,   9,   8
EC, 185,51864,   0,52049
ER,52031,   9,   8
EC, 187,52862,   0,53050
ER,53031,  10,   8
EC, 190,53860,   0,54050
ER,54032,  10,   8
EC, 192,54858,   0,55051
ER,55032,  10,   8
decrypt, 36618468,36618486
encrypt, 36618652,36618664
t,54455,36618650,36618652,36618664,36618836
EC, 196,55855,   0,56051
ER,56032,  10,   8
EC, 199,56853,   0,57052
ER,57033,  10,   8
EC, 201,57851,   0,58052
ER,58033,  10,   8
EC, 204,58849,   0,59053
ER,59034,  10,   8
