AC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main     [INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 65491
[INFO: Main      ] Link-layer address: 0012.4b00.1204.ffd3
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:ffd3
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  30, 991,   0,1021
ER,1012,   1,   8
decrypt, 966428,966440
encrypt, 966754,966766
htfin:966914
#,#decrypt, 977938,977950
encrypt, 978090,978100
p,46936,978090,0,0,978248
EC,  44,1977,   0,2022
ER,2009,   3,   8
EC,  74,2947,   0,3022
ER,3009,   4,   8
EC, 107,3915,   0,4023
ER,4010,   4,   8
EC, 143,4879,   0,5023
ER,5010,   4,   8
EC, 177,5847,   0,6024
ER,6011,   4,   8
EC, 204,6820,   0,7025
ER,7012,   4,   8
EC, 237,7787,   0,8025
ER,8012,   4,   8
EC, 271,8754,   0,9025
ER,9012,   4,   8
EC, 307,9718,   0,10026
ER,10012,   5,   8
EC, 338,10688,   0,11027
ER,11013,   5,   8
EC, 372,11655,   0,12028
ER,12014,   5,   8
EC, 396,12631,   0,13028
ER,13014,   5,   8
EC, 428,13599,   0,14028
ER,14014,   5,   8
EC, 459,14570,   0,15029
ER,15015,   5,   8
EC, 481,15548,   0,16029
ER,16015,   6,   8
EC, 512,16517,   0,17030
ER,17015,   6,   8
EC, 546,17484,   0,18030
ER,18016,   6,   8
EC, 588,18443,   0,19032
ER,19017,   6,   8
EC, 619,19413,   0,20032
ER,20018,   6,   8
EC, 650,20382,   0,21033
ER,21018,   6,   8
EC, 690,21342,   0,22033
ER,22018,   6,   8
EC, 741,22292,   0,23034
ER,23019,   6,   8
EC, 803,23231,   0,24034
ER,24020,   6,   8
EC, 879,24156,   0,25035
ER,25020,   6,   8
EC, 968,25067,   0,26035
ER,26020,   6,   8
EC,1053,25982,   0,27036
ER,27021,   6,   8
EC,1147,26889,   0,28037
ER,28021,   6,   8
EC,1225,27812,   0,29037
ER,29022,   6,   8
EC,1319,28718,   0,30037
ER,30022,   6,   8
EC,1387,29650,   0,31037
ER,31022,   6,   8
decrypt, 20642722,20642732
llego jejeje
encrypt, 20642970,20642976
n,46944,20642968,0,0,20643146
encrypt, 20643330,20643340
S,47556,20643328,0,0,20643508
encrypt, 20940388,20940398
S,47556,20940386,0,0,20940568
EC,1463,30575,   0,32039
ER,32023,   7,   8
encrypt, 21534216,21534226
S,47556,21534214,0,0,21534396
EC,1549,31489,   0,33039
ER,33022,   7,   8
EC,1621,32417,   0,34039
ER,34022,   8,   8
encrypt, 22722538,22722548
S,47556,22722538,0,0,22722720
EC,1692,33348,   0,35040
ER,35023,   8,   8
EC,1748,34292,   0,36041
ER,36024,   8,   8
EC,1810,35231,   0,37041
ER,37024,   8,   8
EC,1908,36133,   0,38042
ER,38025,   8,   8
encrypt, 25098238,25098250
S,47556,25098238,0,0,25098420
EC,1995,37047,   0,39043
ER,39025,   8,   8
EC,2054,37988,   0,40043
ER,40025,   8,   8
EC,2110,38933,   0,41044
ER,41026,   8,   8
EC,2188,39856,   0,42044
ER,42027,   9,   8
EC,2284,40760,   0,43045
ER,43027,   9,   8
EC,2368,41677,   0,44045
ER,44028,   9,   8
EC,2442,42603,   0,45045
ER,45027,   9,   8
EC,2516,43529,   0,46046
ER,46028,   9,   8
EC,2573,44474,   0,47047
ER,47029,   9,   8
EC,2656,45390,   0,48047
ER,48029,   9,   8
EC,2729,46318,   0,49047
ER,49029,   9,   8
EC,2796,47252,   0,50049
ER,50030,  10,   8
EC,2871,48177,   0,51049
ER,51031,  10,   8
EC,2935,49114,   0,52050
ER,52031,  10,   8
EC,3005,50045,   0,53050
ER,53032,  10,   8
EC,3068,50983,   0,54051
ER,54032,  10,   8
EC,3126,51925,   0,55051
ER,55033,  10,   8
EC,3194,52857,   0,56051
ER,56032,  10,   8
EC,3261,53791,   0,57052
ER,57034,  10,   8
EC,3331,54721,   0,58053
ER,58034,  10,   8
EC,3399,55654,   0,59054
ER,59035,  10,   8
