[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 56377
[INFO: Main      ] Link-layer address: 0012.4b00.1204.dc39
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:dc39
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  24, 997,   0,1022
ER,1012,   1,   8
decrypt, 945456,945470
encrypt, 945784,945798
htfin:945946
#,#decrypt, 950890,950902
encrypt, 951044,951056
t,28563,951042,0,0,951204
EC,  31,1990,   0,2021
ER,2009,   3,   8
EC,  35,2987,   0,3023
ER,3010,   4,   8
EC,  38,3984,   0,4023
ER,4010,   4,   8
EC,  44,4980,   0,5024
ER,5011,   4,   8
EC,  48,5976,   0,6024
ER,6011,   5,   8
EC,  53,6971,   0,7025
ER,7012,   5,   8
decrypt, 4886656,4886670
encrypt, 4886824,4886834
t,28564,4886822,0,0,4886992
EC,  58,7967,   0,8025
ER,8011,   5,   8
EC,  62,8964,   0,9026
ER,9012,   5,   8
EC,  65,9961,   0,10027
ER,10013,   5,   8
EC,  70,10957,   0,11027
ER,11013,   5,   8
EC,  74,11952,   0,12027
ER,12013,   5,   8
EC,  78,12949,   0,13028
ER,13014,   6,   8
decrypt, 8820390,8820402
encrypt, 8820556,8820566
t,28565,8820554,0,0,8820726
EC,  83,13945,   0,14029
ER,14014,   6,   8
EC,  88,14941,   0,15029
ER,15014,   6,   8
EC,  92,15937,   0,16029
ER,16014,   6,   8
EC,  95,16934,   0,17030
ER,17015,   6,   8
EC,  98,17932,   0,18031
ER,18016,   6,   8
EC, 103,18928,   0,19032
ER,19016,   6,   8
decrypt, 12751564,12751576
encrypt, 12751742,12751752
t,28566,12751740,0,0,12751922
EC, 109,19922,   0,20031
ER,20016,   7,   8
EC, 115,20917,   0,21032
ER,21016,   7,   8
EC, 120,21912,   0,22032
ER,22017,   7,   8
EC, 127,22906,   0,23033
ER,23017,   7,   8
EC, 133,23900,   0,24034
ER,24017,   7,   8
EC, 137,24897,   0,25034
ER,25018,   7,   8
decrypt, 16684276,16684288
encrypt, 16684454,16684464
t,28567,16684452,0,0,16684634
EC, 143,25891,   0,26035
ER,26018,   8,   8
EC, 147,26888,   0,27035
ER,27019,   8,   8
EC, 150,27885,   0,28036
ER,28019,   8,   8
EC, 154,28882,   0,29036
ER,29020,   8,   8
EC, 159,29878,   0,30038
ER,30021,   8,   8
EC, 164,30873,   0,31037
ER,31021,   8,   8
decrypt, 20618522,20618534
encrypt, 20618700,20618710
t,28569,20618698,0,0,20618880
EC, 169,31868,   0,32038
ER,32021,   8,   8
EC, 174,32864,   0,33039
ER,33021,   8,   8
EC, 179,33859,   0,34039
ER,34022,   8,   8
EC, 188,34851,   0,35040
ER,35023,   8,   8
EC, 191,35849,   0,36040
ER,36023,   8,   8
EC, 195,36846,   0,37041
ER,37024,   8,   8
decrypt, 24548224,24548236
encrypt, 24548402,24548412
t,28570,24548400,0,0,24548582
EC, 200,37841,   0,38041
ER,38024,   9,   8
EC, 205,38836,   0,39042
ER,39025,   9,   8
EC, 209,39833,   0,40042
ER,40025,   9,   8
EC, 216,40826,   0,41043
ER,41026,   9,   8
EC, 223,41820,   0,42044
ER,42026,   9,   8
EC, 226,42817,   0,43044
ER,43026,   9,   8
decrypt, 28480360,28480372
encrypt, 28480538,28480546
t,28571,28480536,0,0,28480718
EC, 230,43814,   0,44045
ER,44027,   9,   8
EC, 236,44809,   0,45045
ER,45027,   9,   8
EC, 242,45803,   0,46046
ER,46028,   9,   8
EC, 248,46798,   0,47046
ER,47028,   9,   8
EC, 254,47792,   0,48047
ER,48029,   9,   8
EC, 259,48788,   0,49048
ER,49029,   9,   8
decrypt, 32413360,32413374
encrypt, 32413538,32413548
t,28572,32413538,0,0,32413720
EC, 264,49784,   0,50048
ER,50030,  10,   8
EC, 269,50779,   0,51049
ER,51030,  10,   8
EC, 277,51771,   0,52049
ER,52030,  10,   8
EC, 284,52766,   0,53050
ER,53031,  10,   8
EC, 290,53759,   0,54050
ER,54031,  10,   8
EC, 294,54756,   0,55051
ER,55032,  10,   8
decrypt, 36345780,36345794
encrypt, 36345958,36345968
t,28573,36345958,0,0,36346140
EC, 299,55752,   0,56051
ER,56032,  11,   8
EC, 302,56749,   0,57052
ER,57032,  11,   8
EC, 306,57746,   0,58052
ER,58033,  11,   8
EC, 310,58743,   0,59053
ER,59034,  11,   8
