[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 56377
[INFO: Main      ] Link-layer address: 0012.4b00.1204.dc39
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:dc39
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  30, 991,   0,1021
ER,1012,   1,   8
t,44852,893506,893518
EC,  46,1975,   0,2022
ER,2011,   2,   8
EC,  95,2927,   0,3022
ER,3011,   2,   8
EC, 150,3872,   0,4023
ER,4012,   2,   8
EC, 197,4827,   0,5024
ER,5012,   3,   8
EC, 257,5767,   0,6024
ER,6013,   3,   8
EC, 308,6716,   0,7025
ER,7013,   3,   8
EC, 371,7654,   0,8026
ER,8014,   3,   8
EC, 426,8600,   0,9026
ER,9014,   3,   8
EC, 504,9522,   0,10026
ER,10014,   3,   8
EC, 558,10469,   0,11027
ER,11014,   4,   8
EC, 607,11420,   0,12028
ER,12015,   4,   8
EC, 666,12361,   0,13028
ER,13015,   4,   8
EC, 725,13303,   0,14029
ER,14016,   4,   8
EC, 771,14258,   0,15029
ER,15017,   4,   8
EC, 828,15201,   0,16030
ER,16017,   4,   8
EC, 879,16151,   0,17030
ER,17018,   4,   8
EC, 925,17105,   0,18031
ER,18018,   4,   8
EC, 978,18053,   0,19032
ER,19019,   4,   8
EC,1025,19006,   0,20032
ER,20019,   4,   8
EC,1081,19951,   0,21033
ER,21020,   4,   8
EC,1123,20909,   0,22033
ER,22020,   4,   8
EC,1185,21848,   0,23033
ER,23020,   4,   8
EC,1231,22802,   0,24034
ER,24021,   4,   8
EC,1278,23756,   0,25035
ER,25022,   4,   8
EC,1327,24708,   0,26035
ER,26022,   5,   8
EC,1375,25660,   0,27036
ER,27022,   5,   8
EC,1441,26595,   0,28036
ER,28023,   5,   8
EC,1512,27525,   0,29037
ER,29023,   5,   8
EC,1571,28466,   0,30038
ER,30024,   5,   8
EC,1629,29409,   0,31038
ER,31025,   5,   8
EC,1682,30356,   0,32039
ER,32025,   5,   8
EC,1741,31297,   0,33039
ER,33025,   5,   8
EC,1814,32226,   0,34040
ER,34026,   5,   8
EC,1882,33158,   0,35040
ER,35026,   5,   8
EC,1955,34085,   0,36041
ER,36027,   5,   8
EC,2023,35018,   0,37041
ER,37027,   5,   8
EC,2088,35953,   0,38041
ER,38027,   5,   8
EC,2144,36898,   0,39042
ER,39028,   5,   8
EC,2192,37850,   0,40043
ER,40028,   5,   8
EC,2232,38811,   0,41043
ER,41029,   5,   8
EC,2298,39746,   0,42044
ER,42030,   5,   8
EC,2365,40679,   0,43045
ER,43030,   6,   8
EC,2396,41648,   0,44045
ER,44030,   6,   8
EC,2404,42641,   0,45046
ER,45031,   6,   8
EC,2413,43633,   0,46046
ER,46031,   6,   8
EC,2421,44625,   0,47047
ER,47032,   6,   8
EC,2430,45617,   0,48047
ER,48033,   6,   8
EC,2438,46609,   0,49048
ER,49033,   6,   8
EC,2447,47601,   0,50048
ER,50033,   6,   8
EC,2455,48593,   0,51049
ER,51034,   6,   8
EC,2464,49585,   0,52049
ER,52034,   6,   8
EC,2472,50577,   0,53050
ER,53035,   6,   8
EC,2481,51569,   0,54050
ER,54036,   6,   8
EC,2490,52561,   0,55051
ER,55034,   9,   8
EC,2498,53552,   0,56051
ER,56034,   9,   8
EC,2507,54545,   0,57052
ER,57035,   9,   8
EC,2516,55537,   0,58053
ER,58035,   9,   8
EC,2524,56529,   0,59053
ER,59036,   9,   8
