TT,07,28,21,20,32,45,325557
-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 56377
[IN[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 56377
[INFO: Main      ] Link-layer address: 0012.4b00.1204.dc39
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:dc39
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  30, 991,   0,1021
ER,1012,   1,   8
decrypt, 997246,997254
encrypt, 997570,997576
htfin:997724
#,#decrypt, 1002082,1002088
encrypt, 1002240,1002246
t,11692,1002238,0,0,1002406
EC,  42,1979,   0,2022
ER,2010,   3,   8
EC,  52,2970,   0,3023
ER,3010,   4,   8
EC,  61,3962,   0,4023
ER,4010,   4,   8
EC,  93,4930,   0,5023
ER,4963,  52,   8
EC, 138,5885,   0,6024
ER,5908, 107,   8
EC, 179,6845,   0,7025
ER,6853, 163,   8
decrypt, 4936574,4936582
encrypt, 4936736,4936742
t,11696,4936734,0,0,4936900
EC, 237,7788,   0,8025
ER,7767, 249,   8
EC, 292,8733,   0,9025
ER,8690, 326,   8
EC, 342,9683,   0,10026
ER,9623, 394,   8
EC, 385,10641,   0,11026
ER,10564, 454,   8
EC, 438,11589,   0,12027
ER,11487, 532,   8
EC, 491,12536,   0,13028
ER,12405, 614,   8
decrypt, 8889300,8889306
encrypt, 8889460,8889466
t,11697,8889460,0,0,8889626
EC, 546,13482,   0,14028
ER,13323, 696,   8
EC, 598,14431,   0,15029
ER,14241, 779,   8
EC, 648,15380,   0,16029
ER,15166, 855,   8
EC, 688,16342,   0,17030
ER,16106, 915,   8
EC, 740,17290,   0,18030
ER,17022, 999,   8
EC, 784,18246,   0,19031
ER,17955,1067,   8
decrypt, 12802050,12802058
encrypt, 12802222,12802228
t,11698,12802220,0,0,12802400
EC, 825,19206,   0,20031
ER,18897,1125,   8
EC, 889,20142,   0,21032
ER,19797,1226,   8
EC, 949,21083,   0,22033
ER,20705,1318,   8
EC,1007,22026,   0,23033
ER,21614,1410,   8
EC,1041,22993,   0,24034
ER,22569,1456,   8
EC,1103,23931,   0,25034
ER,23473,1552,   8
decrypt, 16734762,16734770
encrypt, 16734936,16734942
t,11699,16734934,0,0,16735110
EC,1149,24885,   0,26035
ER,24406,1620,   8
EC,1195,25840,   0,27035
ER,25336,1690,   8
EC,1246,26790,   0,28036
ER,26264,1764,   8
EC,1300,27736,   0,29036
ER,27183,1844,   8
EC,1349,28688,   0,30037
ER,28112,1917,   8
EC,1408,29629,   0,31037
ER,29018,2011,   8
decrypt, 20665816,20665824
encrypt, 20665990,20665996
t,11700,20665988,0,0,20666166
EC,1434,30603,   0,32038
ER,29988,2041,   8
EC,1475,31564,   0,33039
ER,30930,2100,   8
EC,1524,32515,   0,34039
ER,31861,2169,   8
EC,1566,33473,   0,35040
ER,32799,2232,   8
EC,1608,34432,   0,36040
ER,33739,2292,   8
EC,1666,35375,   0,37041
ER,34649,2383,   8
decrypt, 24600922,24600930
encrypt, 24601094,24601102
t,11702,24601094,0,0,24601270
EC,1716,36325,   0,38042
ER,35583,2450,   8
EC,1728,37314,   0,39042
ER,36576,2458,   8
EC,1736,38306,   0,40043
ER,37576,2458,   8
EC,1745,39298,   0,41044
ER,38577,2458,   8
EC,1753,40290,   0,42044
ER,39577,2458,   8
EC,1762,41282,   0,43044
ER,40577,2458,   8
decrypt, 28530322,28530330
encrypt, 28530496,28530502
t,11703,28530494,0,0,28530672
EC,1771,42273,   0,44045
ER,41578,2458,   8
EC,1780,43265,   0,45045
ER,42578,2458,   8
EC,1788,44258,   0,46046
ER,43579,2458,   8
EC,1797,45249,   0,47047
ER,44579,2458,   8
EC,1805,46242,   0,48047
ER,45580,2458,   8
EC,1814,47234,   0,49048
ER,46580,2459,   8
decrypt, 32463546,32463554
encrypt, 32463720,32463726
t,11704,32463718,0,0,32463896
EC,1823,48225,   0,50049
ER,47581,2459,   8
EC,1831,49217,   0,51049
ER,48581,2459,   8
EC,1840,50209,   0,52050
ER,49582,2459,   8
EC,1848,51201,   0,53050
ER,50582,2459,   8
EC,1857,52194,   0,54051
ER,51583,2459,   8
EC,1865,53185,   0,55051
ER,52583,2459,   8
decrypt, 36395234,36395242
encrypt, 36395408,36395414
t,11705,36395406,0,0,36395584
EC,1874,54177,   0,56052
ER,53583,2459,   8
EC,1883,55169,   0,57052
ER,54584,2459,   8
EC,1891,56161,   0,58053
ER,55585,2459,   8
EC,1900,57153,   0,59053
ER,56585,2459,   8
EC,1908,58146,   0,60054
ER,57586,2459,   8
EC,1916,59137,   0,61054
ER,58586,2459,   8
decrypt, 40327946,40327954
encrypt, 40328118,40328124
t,11706,40328116,0,0,40328294
EC,1926,60129,   0,62055
ER,59587,2460,   8
EC,1934,61121,   0,63055
ER,60587,2460,   8
EC,1943,62113,   0,64056
ER,61588,2460,   8
EC,1952,63104,   0,65057
ER,62587,2461,   8
EC,1960,64096,   0,66057
ER,63586,2462,   8
EC,1969,65088,   0,67058
ER,64587,2462,   8
decrypt, 44261170,44261178
