TT,07,28,21,18,26,46,921784
[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 56377
[INFO: Main      ] Link-layer address: 0012.4b00.1204.dc39
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:dc39
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  23, 998,   0,1021
ER,1012,   1,   8
decrypt, 1045242,1045262
encrypt, 1045588,1045606
htfin:1045766
#,#decrypt, 1053948,1053966
encrypt, 1054118,1054136
t,19560,1054118,1054118,1054136,1054296
EC,  29,1992,   0,2022
ER,2009,   3,   8
EC,  31,2991,   0,3022
ER,3010,   4,   8
EC,  49,3973,   0,4023
ER,3972,  42,   8
EC,  64,4959,   0,5023
ER,4941,  73,   8
EC,  79,5945,   0,6024
ER,5912, 104,   8
EC,  93,6930,   0,7024
ER,6881, 135,   8
decrypt, 4990282,4990300
encrypt, 4990454,4990468
t,19564,4990452,4990454,4990468,4990626
EC, 118,7906,   0,8025
ER,7841, 175,   8
EC, 143,8882,   0,9025
ER,8801, 216,   8
EC, 168,9857,   0,10026
ER,9762, 255,   8
EC, 193,10833,   0,11026
ER,10721, 297,   8
EC, 218,11808,   0,12027
ER,11680, 338,   8
EC, 243,12785,   0,13028
ER,12642, 377,   8
decrypt, 8922514,8922534
encrypt, 8922688,8922700
t,19565,8922686,8922688,8922700,8922858
EC, 277,13750,   0,14028
ER,13600, 420,   8
EC, 302,14726,   0,15029
ER,14560, 460,   8
EC, 327,15702,   0,16030
ER,15520, 501,   8
EC, 351,16678,   0,17030
ER,16482, 539,   8
EC, 377,17653,   0,18030
ER,17442, 580,   8
EC, 402,18629,   0,19031
ER,18401, 621,   8
decrypt, 12857206,12857226
encrypt, 12857390,12857404
t,19566,12857390,12857392,12857404,12857574
EC, 428,19603,   0,20032
ER,19360, 663,   8
EC, 461,20571,   0,21032
ER,20319, 704,   8
EC, 485,21547,   0,22033
ER,21281, 743,   8
EC, 510,22522,   0,23033
ER,22240, 784,   8
EC, 535,23498,   0,24034
ER,23201, 824,   8
EC, 560,24473,   0,25034
ER,24160, 866,   8
decrypt, 16787374,16787392
encrypt, 16787558,16787570
t,19567,16787556,16787558,16787570,16787740
EC, 594,25440,   0,26035
ER,25118, 908,   8
EC, 619,26416,   0,27035
ER,26077, 949,   8
EC, 647,27389,   0,28036
ER,27038, 989,   8
EC, 687,28349,   0,29036
ER,27997,1030,   8
EC, 712,29324,   0,30037
ER,28958,1070,   8
EC, 737,30300,   0,31037
ER,29919,1109,   8
decrypt, 20719122,20719140
encrypt, 20719306,20719318
t,19568,20719304,20719306,20719318,20719490
EC, 763,31274,   0,32038
ER,30878,1151,   8
EC, 788,32251,   0,33039
ER,31840,1190,   8
EC, 813,33226,   0,34039
ER,32799,1231,   8
EC, 838,34201,   0,35040
ER,33757,1274,   8
