TT,07,28,21,22,57,31,860047
NFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID:[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 65491
[INFO: Main      ] Link-layer address: 0012.4b00.1204.ffd3
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:ffd3
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  22, 999,   0,1021
ER,1013,   0,   8
EC,  24,1997,   0,2022
ER,2013,   0,   8
EC,  28,2994,   0,3022
ER,3013,   1,   8
decrypt, 2162356,2162368
encrypt, 2162694,2162706
htfin:2162866
#,#decrypt, 2179452,2179464
encrypt, 2179616,2179626
p,24633,2179614,0,0,2179784
EC,  36,3987,   0,4023
ER,4010,   4,   8
EC,  39,4984,   0,5024
ER,5011,   4,   8
EC,  41,5982,   0,6024
ER,6011,   5,   8
EC,  44,6981,   0,7025
ER,7011,   5,   8
EC,  46,7978,   0,8025
ER,8011,   5,   8
EC,  49,8976,   0,9026
ER,9012,   5,   8
EC,  51,9975,   0,10026
ER,10013,   5,   8
EC,  54,10972,   0,11027
ER,11013,   5,   8
EC,  57,11970,   0,12028
ER,12014,   5,   8
EC,  60,12968,   0,13028
ER,13014,   5,   8
EC,  62,13966,   0,14029
ER,14015,   5,   8
EC,  64,14964,   0,15029
ER,15015,   5,   8
EC,  67,15962,   0,16030
ER,16015,   6,   8
EC,  70,16960,   0,17030
ER,17015,   6,   8
EC,  72,17957,   0,18030
ER,18015,   6,   8
EC,  75,18956,   0,19031
ER,19016,   6,   8
EC,  78,19954,   0,20032
ER,20017,   6,   8
EC,  81,20951,   0,21033
ER,21018,   6,   8
EC,  84,21948,   0,22033
ER,22018,   6,   8
EC,  88,22945,   0,23034
ER,23019,   6,   8
EC,  90,23943,   0,24034
ER,24019,   6,   8
EC,  93,24941,   0,25035
ER,25020,   6,   8
EC,  95,25940,   0,26035
ER,26020,   6,   8
EC,  97,26937,   0,27035
ER,27020,   6,   8
EC, 100,27936,   0,28036
ER,28021,   6,   8
EC, 103,28934,   0,29037
ER,29022,   6,   8
EC, 106,29930,   0,30037
ER,30021,   7,   8
EC, 108,30929,   0,31038
ER,31022,   7,   8
EC, 111,31927,   0,32039
ER,32023,   7,   8
EC, 113,32926,   0,33039
ER,33023,   7,   8
decrypt, 21848902,21848912
llego jejeje
encrypt, 21849150,21849156
n,24639,21849148,0,0,21849326
encrypt, 21849510,21849520
S,7058,21849508,0,0,21849690
encrypt, 22131222,22131234
S,7058,22131220,0,0,22131404
EC, 118,33921,   0,34040
ER,34023,   8,   8
encrypt, 22693794,22693806
S,7058,22693792,0,0,22693976
EC, 121,34919,   0,35040
ER,35023,   8,   8
EC, 124,35915,   0,36040
ER,36023,   8,   8
encrypt, 23819072,23819084
S,7058,23819072,0,0,23819254
EC, 127,36913,   0,37041
ER,37024,   8,   8
EC, 130,37912,   0,38042
ER,38025,   8,   8
EC, 132,38910,   0,39042
ER,39025,   8,   8
encrypt, 26069456,26069468
S,7058,26069454,0,0,26069638
EC, 136,39906,   0,40043
ER,40025,   9,   8
EC, 138,40905,   0,41044
ER,41026,   9,   8
EC, 141,41902,   0,42044
ER,42025,  10,   8
EC, 143,42900,   0,43044
ER,43026,  10,   8
EC, 146,43898,   0,44045
ER,44026,  10,   8
EC, 149,44896,   0,45046
ER,45027,  10,   8
EC, 152,45893,   0,46046
ER,46027,  10,   8
EC, 155,46891,   0,47047
ER,47029,  10,   8
EC, 159,47888,   0,48047
ER,48029,  10,   8
EC, 161,48886,   0,49048
ER,49029,  10,   8
EC, 164,49884,   0,50048
ER,50030,  10,   8
EC, 168,50880,   0,51048
ER,51030,  10,   8
EC, 171,51877,   0,52049
ER,52030,  10,   8
EC, 175,52874,   0,53050
ER,53031,  10,   8
EC, 178,53871,   0,54050
ER,54031,  10,   8
EC, 183,54867,   0,55051
ER,55032,  10,   8
EC, 185,55865,   0,56051
ER,56032,  10,   8
EC, 188,56864,   0,57052
ER,57034,  10,   8
EC, 190,57862,   0,58053
ER,58034,  10,   8
EC, 193,58859,   0,59053
ER,59034,  10,   8
EC, 196,59858,   0,60054
ER,60035,  10,   8
EC, 199,60855,   0,61054
ER,61036,  10,   8
EC, 204,61850,   0,62055
ER,62036,  10,   8
EC, 208,62847,   0,63055
ER,63037,  10,   8
decrypt, 41509640,41509650
llego jejeje
encrypt, 41509888,41509896
n,24645,41509888,0,0,41510066
encrypt, 41510248,41510260
S,7059,41510246,0,0,41510428
encrypt, 41718276,41718286
S,7059,41718274,0,0,41718456
EC, 213,63842,   0,64056
ER,64036,  11,   8
encrypt, 42134208,42134220
S,7059,42134206,0,0,42134390
EC, 216,64840,   0,65057
ER,65036,  12,   8
encrypt, 42966534,42966546
S,7059,42966532,0,0,42966716
EC, 220,65836,   0,66057
ER,66037,  12,   8
EC, 223,66834,   0,67057
ER,67036,  12,   8
EC, 227,67831,   0,68058
ER,68037,  12,   8
encrypt, 44630010,44630022
S,7059,44630008,0,0,44630192
EC, 231,68828,   0,69059
ER,69038,  12,   8
EC, 234,69825,   0,70059
ER,70038,  12,   8
EC, 237,70822,   0,71059
ER,71038,  12,   8
EC, 240,71819,   0,72060
ER,72039,  12,   8
EC, 244,72816,   0,73061
ER,73040,  12,   8
EC, 247,73813,   0,74061
ER,74040,  12,   8
EC, 250,74811,   0,75062
ER,75040,  12,   8
EC, 253,75809,   0,76062
ER,76041,  12,   8
EC, 257,76805,   0,77063
ER,77042,  12,   8
EC, 261,77802,   0,78064
ER,78043,  12,   8
EC, 268,78796,   0,79064
ER,79043,  12,   8
EC, 272,79792,   0,80064
ER,80043,  12,   8
EC, 275,80789,   0,81065
ER,81044,  12,   8
EC, 278,81787,   0,82065
ER,82044,  12,   8
EC, 281,82785,   0,83066
ER,83045,  12,   8
EC, 283,83783,   0,84067
ER,84046,  12,   8
EC, 287,84780,   0,85067
ER,85046,  12,   8
EC, 290,85777,   0,86068
ER,86047,  12,   8
EC, 299,86769,   0,87069
ER,87048,  12,   8
EC, 303,87766,   0,88069
ER,88048,  12,   8
EC, 306,88764,   0,89070
ER,89048,  13,   8
EC, 308,89761,   0,90070
ER,90049,  13,   8
EC, 310,90760,   0,91070
ER,91049,  13,   8
EC, 313,91758,   0,92071
ER,92049,  13,   8
EC, 316,92756,   0,93072
ER,93050,  13,   8
decrypt, 61172972,61172982
llego jejeje
encrypt, 61173220,61173226
n,24651,61173218,0,0,61173396
encrypt, 61173580,61173590
S,7060,61173578,0,0,61173758
encrypt, 61439724,61439736
S,7060,61439722,0,0,61439906
EC, 322,93750,   0,94072
ER,94049,  14,   8
encrypt, 61971910,61971922
S,7060,61971910,0,0,61972092
EC, 330,94742,   0,95073
ER,95049,  14,   8
EC, 333,95740,   0,96073
ER,96050,  14,   8
encrypt, 63035544,63035556
S,7060,63035542,0,0,63035726
EC, 336,96737,   0,97074
ER,97050,  15,   8
EC, 339,97735,   0,98074
ER,98050,  15,   8
EC, 341,98733,   0,99075
ER,99051,  15,   8
encrypt, 65162322,65162334
S,7060,65162320,0,0,65162504
EC, 345,99730,   0,100075
ER,100051,  16,   8
EC, 347,100729,   0,101076
ER,101051,  16,   8
EC, 350,101726,   0,102077
ER,102052,  16,   8
EC, 357,102720,   0,103077
ER,103053,  16,   8
EC, 359,103718,   0,104078
ER,104053,  16,   8
EC, 362,104716,   0,105078
ER,105054,  16,   8
EC, 364,105714,   0,106079
ER,106054,  16,   8
EC, 367,106712,   0,107079
ER,107055,  16,   8
EC, 369,107710,   0,108080
ER,108055,  16,   8
EC, 372,108708,   0,109081
ER,109056,  16,   8
EC, 378,109702,   0,110081
ER,110056,  16,   8
EC, 383,110699,   0,111082
ER,111057,  16,   8
EC, 385,111697,   0,112082
ER,112058,  16,   8
EC, 388,112694,   0,113083
ER,113058,  16,   8
EC, 391,113692,   0,114083
ER,114059,  16,   8
EC, 394,114689,   0,115084
ER,115059,  16,   8
EC, 397,115686,   0,116084
ER,116060,  16,   8
EC, 400,116685,   0,117085
ER,117061,  16,   8
EC, 403,117682,   0,118085
ER,118061,  16,   8
EC, 406,118679,   0,119086
ER,119061,  16,   8
EC, 411,119675,   0,120087
ER,120062,  16,   8
EC, 415,120671,   0,121087
ER,121062,  16,   8
EC, 418,121670,   0,122088
ER,122063,  16,   8
EC, 420,122668,   0,123088
ER,123064,  16,   8
decrypt, 80831904,80831916
llego jejeje
encrypt, 80832154,80832160
n,24657,80832152,0,0,80832330
encrypt, 80832512,80832524
S,7061,80832510,0,0,80832692
encrypt, 81117620,81117632
S,7061,81117618,0,0,81117802
EC, 426,123662,   0,124089
ER,124063,  17,   8
encrypt, 81687096,81687108
S,7061,81687094,0,0,81687278
EC, 429,124660,   0,125089
ER,125063,  17,   8
EC, 431,125658,   0,126090
ER,126064,  17,   8
encrypt, 82825374,82825386
S,7061,82825372,0,0,82825556
EC, 434,126655,   0,127090
ER,127064,  17,   8
EC, 438,127653,   0,128091
ER,128065,  17,   8
EC, 443,128648,   0,129092
ER,129065,  17,   8
encrypt, 85102548,85102560
S,7061,85102546,0,0,85102730
EC, 450,129641,   0,130092
ER,130065,  18,   8
