TT,07,28,21,16,37,11,954241
[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 52229
[INFO: Main      ] Link-layer address: 0012.4b00.0f1b.cc05
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:f1b:cc05
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
inicio:19284
Press a button to request /test/hello
ep: coap://[fd00::212:4b00:a55:dd05], 0, 23
si1
seguro 1: 566578
i,59900,566680,566694
|oximeter
es un oximetro jeje
n,59901,571512,571528
allconected=1
o,24,59901,575476
o,24,6988,579066
o,24,6989,581632
o,24,6990,590344
o,24,6991,597518
o,24,6992,601254
o,24,6993,608792
o,24,6994,615964
o,24,6995,622116
o,24,6996,630312
o,24,6997,636462
o,24,6998,644150
o,24,6999,649274
o,24,7000,655938
o,24,7001,662090
o,24,7002,667874
EC,1014,   7,   0,1021
ER,1012,   0,   8
o,24,7003,674784
o,24,7004,686052
o,24,7005,690152
o,24,7006,696814
n,7007,703478,703492
_,24,7007,703616
o,24,7008,708360
o,24,7009,716254
o,24,7010,724448
o,24,7011,729574
o,24,7012,734846
o,24,7013,742896
o,24,7014,749564
o,24,7015,755716
o,24,7016,764914
o,24,7017,769016
o,24,7018,777218
o,24,7019,784390
o,24,7020,789002
o,24,7021,798482
o,24,7022,801900
o,24,7023,809438
o,24,7024,818666
o,24,7025,824304
o,24,7026,829062
n,7027,835722,835736
s,24,7027,835862
o,24,7028,844288
o,24,7029,851464
o,24,7030,857102
o,24,7031,865298
o,24,7032,870422
o,24,7033,878110
o,24,7034,885288
o,24,7035,891950
o,24,7036,898100
o,24,7037,905788
o,24,7038,910912
o,24,7039,918088
ep: coap://[fd00::212:4b00:1204:ffd3], 0, 24
si1
seguro 2: 920538
i,59902,920642,920658
o,24,7040,923224
|pressure
es un esfingo
allconected=2
o,24,7041,929904
o,24,7042,939486
o,24,7043,945638
o,24,7044,953328
o,24,7045,957432
o,24,7046,964606
n,7047,971780,971794
‡,24,7047,971920
o,24,7048,979978
o,24,7049,985618
o,24,7050,993302
o,24,7051,998430
o,24,7052,1004066
o,24,7053,1010728
o,24,7054,1020466
o,24,7055,1026106
o,24,7056,1033792
o,24,7057,1040452
o,24,7058,1046090
o,24,7059,1051728
ep: coap://[fd00::212:4b00:1204:dc39], 0, 24
si1
seguro 3: 1053534
´,59903,1053642,1053660
o,24,7060,1057526
|termometer
es un termometro
allconected=3
o,24,7061,1065948
o,24,7062,1072096
o,24,7063,1078760
o,24,7064,1084912
o,24,7065,1093624
o,24,7066,1099262
n,7067,1105408,1105422
›,24,7067,1105558
o,24,7068,1114070
o,24,7069,1121244
o,24,7070,1124990
o,24,7071,1132518
o,24,7072,1140718
o,24,7073,1145330
o,24,7074,1152510
o,24,7075,1159684
o,24,7076,1165478
o,24,7077,1174542
o,24,7078,1179668
o,24,7079,1186332
o,24,7080,1194528
o,24,7081,1200678
o,24,7082,1207896
o,24,7083,1214042
o,24,7084,1222246
o,24,7085,1226862
o,24,7086,1234036
n,7087,1239674,1239688
¯,24,7087,1239826
o,24,7088,1245982
o,24,7089,1254874
o,24,7090,1261024
o,24,7091,1268708
o,24,7092,1274346
o,24,7093,1280496
o,24,7094,1289214
o,24,7095,1292960
o,24,7096,1302024
o,24,7097,1308686
o,24,7098,1314840
o,24,7099,1321502
o,24,7100,1328164
EC,2001,  20,   0,2021
ER,2010,   3,   8
o,24,7101,1333800
o,24,7102,1339950
o,24,7103,1347124
o,24,7104,1354304
o,24,7105,1363014
o,24,7106,1367116
n,7107,1374802,1374816
Ã,24,7107,1374954
o,24,7108,1381980
o,24,7109,1389154
o,24,7110,1394282
o,24,7111,1400074
o,24,7112,1409498
o,24,7113,1413244
o,24,7114,1422314
o,24,7115,1427440
o,24,7116,1436148
o,24,7117,1440764
o,24,7118,1449988
o,24,7119,1454088
o,24,7120,1461772
o,24,7121,1468438
o,24,7122,1474074
o,24,7123,1483294
o,24,7124,1489450
o,24,7125,1496624
o,24,7126,1503802
n,7127,1510466,1510480
×,24,7127,1510616
o,24,7128,1514964
o,24,7129,1523676
o,24,7130,1530850
o,24,7131,1534954
o,24,7132,1543150
o,24,7133,1549808
o,24,7134,1555098
o,24,7135,1562116
o,24,7136,1570312
o,24,7137,1576974
o,24,7138,1584158
o,24,7139,1588744
o,24,7140,1597452
o,24,7141,1604626
o,24,7142,1610264
o,24,7143,1616414
o,24,7144,1624106
o,24,7145,1631280
o,24,7146,1635896
n,7147,1642558,1642572
ë,24,7147,1642708
o,24,7148,1651272
o,24,7149,1658442
o,24,7150,1662192
o,24,7151,1669078
o,24,7152,1677790
o,24,7153,1683940
o,24,7154,1691120
o,24,7155,1698804
o,24,7156,1703420
o,24,7157,1709216
o,24,7158,1718278
o,24,7159,1722890
o,24,7160,1731602
o,24,7161,1735862
o,24,7162,1744412
o,24,7163,1751584
o,24,7164,1757742
o,24,7165,1764404
o,24,7166,1770042
,7167,1778240,1778254
ÿ,24,7167,1778390
o,24,7168,1785300
o,24,7169,1792474
o,24,7170,1799646
o,24,7171,1804262
o,24,7172,1810924
o,24,7173,1816716
o,24,7174,1824762
o,24,7175,1831424
o,24,7176,1840136
o,24,7177,1846286
o,24,7178,1852948
o,24,7179,1859610
o,24,7180,1864222
o,24,7181,1870884
o,24,7182,1879084
o,24,7183,1883854
o,24,7184,1892828
o,24,7185,1900512
o,24,7186,1906666
n,7187,1913840,1913854
,24,7187,1913990
o,24,7188,1919992
o,24,7189,1926140
o,24,7190,1933316
o,24,7191,1939464
o,24,7192,1944592
o,24,7193,1950898
o,24,7194,1958432
o,24,7195,1965094
o,24,7196,1971400
o,24,7197,1980888
EC,3001,  21,   0,3022
ER,3009,   4,   8
o,24,7198,1987034
o,24,7199,1991290
o,24,7200,1997950
o,24,7201,2004612
o,24,7202,2012648
o,24,7203,2018800
o,24,7204,2026488
o,24,7205,2031772
o,24,7206,2038790
n,7207,2047502,2047516
',24,7207,2047652
o,24,7208,2052274
o,24,7209,2059734
o,24,7210,2065884
o,24,7211,2072192
o,24,7212,2080232
o,24,7213,2087916
o,24,7214,2095096
o,24,7215,2100734
o,24,7216,2106374
o,24,7217,2113036
o,24,7218,2119342
o,24,7219,2126868
o,24,7220,2132662
o,24,7221,2141654
o,24,7222,2145914
o,24,7223,2155488
o,24,7224,2159752
o,24,7225,2166412
o,24,7226,2175990
n,7227,2182652,2182666
;,24,7227,2182804
o,24,7228,2186752
o,24,7229,2195466
o,24,7230,2201612
o,24,7231,2207762
o,24,7232,2213402
o,24,7233,2221604
o,24,7234,2229808
o,24,7235,2235958
o,24,7236,2241592
o,24,7237,2247744
o,24,7238,2253538
o,24,7239,2260446
o,24,7240,2269668
o,24,7241,2275818
o,24,7242,2282992
o,24,7243,2288634
o,24,7244,2294790
o,24,7245,2306060
o,24,7246,2307244
n,7247,2315286,2315300
o,24,7247,2315436
o,24,7248,2320570
o,24,7249,2327512
o,24,7250,2334686
o,24,7251,2341348
o,24,7252,2349548
o,24,7253,2356720
o,24,7254,2364142
o,24,7255,2369498
o,24,7256,2374622
o,24,7257,2383330
o,24,7258,2387946
o,24,7259,2394252
o,24,7260,2403830
o,24,7261,2407576
o,24,7262,2414592
o,24,7263,2423812
o,24,7264,2428432
o,24,7265,2437654
o,24,7266,2441756
n,7267,2450982,2450996
o,24,7267,2451134
o,24,7268,2456534
o,24,7269,2464940
o,24,7270,2468690
o,24,7271,2477016
o,24,7272,2481784
o,24,7273,2491366
o,24,7274,2498028
o,24,7275,2505200
o,24,7276,2511350
o,24,7277,2515608
o,24,7278,2522270
o,24,7279,2529284
o,24,7280,2535946
o,24,7281,2544656
o,24,7282,2550296
o,24,7283,2555932
o,24,7284,2563108
o,24,7285,2571824
o,24,7286,2576080
n,7287,2583000,2583014
o,24,7287,2583150
o,24,7288,2590688
o,24,7289,2596326
o,24,7290,2602634
o,24,7291,2609646
o,24,7292,2618870
o,24,7293,2624508
o,24,7294,2631930
o,24,7295,2639320
EC,4000,  22,   0,4023
ER,4009,   5,   8
o,24,7296,2644958
o,24,7297,2652132
o,24,7298,2659306
o,24,7299,2665966
o,24,7300,2671606
o,24,7301,2677756
o,24,7302,2685956
o,24,7303,2690568
o,24,7304,2696878
o,24,7305,2705942
o,24,7306,2711578
n,7307,2717216,2717230
o,24,7307,2717366
o,24,7308,2725418
o,24,7309,2733102
o,24,7310,2739254
o,24,7311,2743868
o,24,7312,2751044
o,24,7313,2759754
o,24,7314,2766926
o,24,7315,2770672
o,24,7316,2779096
o,24,7317,2784732
o,24,7318,2791906
o,24,7319,2799082
o,24,7320,2805232
o,24,7321,2812406
o,24,7322,2817176
o,24,7323,2824702
o,24,7324,2833418
o,24,7325,2839568
o,24,7326,2847254
n,7327,2852382,2852396
o,24,7327,2852532
o,24,7328,2859046
o,24,7329,2866730
o,24,7330,2873392
