TT,07,28,21,13,44,32,491509
ID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 56377
[INFO: Má[INFO: Main      ] Starting Contiki-NG-release/v4.6-70-g9ff7b4bdb-dirty
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 56377
[INFO: Main      ] Link-layer address: 0012.4b00.1204.dc39
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1204:dc39
[INFO: CC26xx/CC13xx] TI CC2650 SensorTag
[INFO: CC26xx/CC13xx]  RF: Channel 26, PANID 0xABCD
EC,  23, 998,   0,1021
ER,1012,   0,   8
decrypt, 1272396,1272402
encrypt, 1272728,1272736
htfin:1272896
#,#decrypt, 1285890,1285896
encrypt, 1286048,1286054
t,22193,1286046,0,0,1286214
EC,  32,1989,   0,2022
ER,2010,   3,   8
EC,  36,2986,   0,3023
ER,3010,   4,   8
EC,  39,3983,   0,4023
ER,4010,   4,   8
EC,  44,4979,   0,5024
ER,5011,   4,   8
EC,  48,5976,   0,6024
ER,6011,   4,   8
EC,  52,6972,   0,7025
ER,7011,   5,   8
decrypt, 5222270,5222278
encrypt, 5222432,5222438
t,22194,5222430,0,0,5222598
EC,  58,7966,   0,8025
ER,8011,   5,   8
EC,  62,8963,   0,9025
ER,9012,   5,   8
EC,  67,9959,   0,10027
ER,10013,   5,   8
EC,  71,10955,   0,11027
ER,11013,   5,   8
EC,  76,11951,   0,12027
ER,12013,   5,   8
EC,  82,12946,   0,13028
ER,13014,   6,   8
decrypt, 9156518,9156526
encrypt, 9156680,9156686
t,22195,9156678,0,0,9156844
EC,  87,13941,   0,14028
ER,14013,   6,   8
EC,  90,14938,   0,15029
ER,15014,   6,   8
EC,  94,15935,   0,16029
ER,16014,   6,   8
EC,  99,16930,   0,17030
ER,17015,   6,   8
EC, 104,17926,   0,18030
ER,18015,   6,   8
EC, 108,18922,   0,19031
ER,19016,   6,   8
decrypt, 13086666,13086674
encrypt, 13086840,13086846
t,22196,13086838,0,0,13087016
EC, 117,19914,   0,20031
ER,20016,   7,   8
EC, 120,20911,   0,21032
ER,21016,   7,   8
EC, 126,21907,   0,22033
ER,22017,   7,   8
EC, 131,22902,   0,23033
ER,23017,   7,   8
EC, 134,23899,   0,24034
ER,24017,   7,   8
EC, 138,24896,   0,25034
ER,25018,   7,   8
decrypt, 17020920,17020928
encrypt, 17021094,17021100
t,22197,17021092,0,0,17021270
EC, 146,25888,   0,26035
ER,26018,   8,   8
EC, 153,26882,   0,27036
ER,27019,   8,   8
EC, 157,27879,   0,28036
ER,28019,   8,   8
EC, 161,28875,   0,29036
ER,29020,   8,   8
EC, 165,29872,   0,30037
ER,30021,   8,   8
EC, 174,30863,   0,31038
ER,31021,   8,   8
decrypt, 20952178,20952186
encrypt, 20952350,20952356
t,22199,20952348,0,0,20952526
EC, 192,31845,   0,32038
ER,32021,   8,   8
EC, 203,32835,   0,33039
ER,33022,   8,   8
EC, 209,33830,   0,34039
ER,34022,   8,   8
EC, 212,34827,   0,35040
ER,35022,   8,   8
EC, 217,35823,   0,36040
ER,36023,   8,   8
EC, 223,36817,   0,37041
ER,37024,   8,   8
decrypt, 24883266,24883274
encrypt, 24883440,24883446
t,22200,24883438,0,0,24883616
EC, 233,37809,   0,38042
ER,38024,   9,   8
EC, 242,38800,   0,39042
ER,39024,   9,   8
EC, 245,39797,   0,40043
ER,40025,   9,   8
EC, 249,40794,   0,41043
ER,41026,   9,   8
EC, 254,41789,   0,42044
ER,42026,   9,   8
EC, 262,42782,   0,43044
ER,43027,   9,   8
decrypt, 28815012,28815020
encrypt, 28815186,28815192
t,22201,28815184,0,0,28815364
EC, 268,43776,   0,44045
ER,44027,   9,   8
EC, 272,44773,   0,45045
ER,45027,   9,   8
EC, 276,45770,   0,46046
ER,46028,   9,   8
EC, 280,46766,   0,47046
ER,47028,   9,   8
EC, 287,47759,   0,48047
ER,48029,   9,   8
EC, 293,48755,   0,49048
ER,49030,   9,   8
decrypt, 32749714,32749722
encrypt, 32749888,32749894
t,22202,32749886,0,0,32750064
EC, 297,49751,   0,50048
ER,50030,  10,   8
EC, 300,50748,   0,51048
ER,51030,  10,   8
EC, 304,51745,   0,52049
ER,52030,  10,   8
EC, 310,52740,   0,53050
ER,53031,  10,   8
EC, 315,53735,   0,54050
ER,54031,  10,   8
EC, 320,54731,   0,55051
ER,55032,  10,   8
decrypt, 36679862,36679870
encrypt, 36680036,36680042
t,22203,36680034,0,0,36680212
EC, 324,55727,   0,56051
ER,56032,  11,   8
EC, 328,56724,   0,57052
ER,57032,  11,   8
EC, 331,57721,   0,58053
ER,58033,  11,   8
EC, 335,58717,   0,59053
ER,59033,  11,   8
